order_id,order_code,product_id,currency_code,order_quantity,unit_price,total_unit_price
118,ORDER118,9,USD,5,857.6,4288
119,ORDER119,5,USD,8,1748.7,13989.6
120,ORDER120,5,USD,10,1266.3,12663
121,ORDER121,13,USD,11,5058.5,55643.5
122,ORDER122,5,USD,10,958.1,9581
123,ORDER123,6,USD,11,1802.3,19825.3
124,ORDER124,7,USD,11,6298,69278
125,ORDER125,13,USD,6,2499.1,14994.6
126,ORDER126,7,USD,8,871,6968
127,ORDER127,11,USD,6,750.4,4502.4
128,ORDER128,10,USD,5,763.8,3819
129,ORDER129,7,USD,11,844.2,9286.2
130,ORDER130,15,USD,5,261.3,1306.5
131,ORDER131,10,USD,8,3999.9,31999.2
132,ORDER132,8,USD,7,1112.2,7785.4
133,ORDER133,4,USD,8,2633.1,21064.8
134,ORDER134,9,USD,5,1018.4,5092
135,ORDER135,12,USD,12,5219.3,62631.6
136,ORDER136,7,USD,11,3999.9,43998.9
137,ORDER137,14,USD,10,1721.9,17219
138,ORDER138,5,USD,9,737,6633
139,ORDER139,11,USD,9,1219.4,10974.6
140,ORDER140,14,USD,6,891.1,5346.6
141,ORDER141,5,USD,12,978.2,11738.4
142,ORDER142,6,USD,9,3946.3,35516.7
143,ORDER143,1,USD,12,1299.8,15597.6
144,ORDER144,5,USD,5,5815.6,29078
145,ORDER145,15,USD,10,1092.1,10921
146,ORDER146,12,USD,7,1072,7504
147,ORDER147,9,USD,11,4020,44220
148,ORDER148,10,USD,9,984.9,8864.1
149,ORDER149,5,USD,12,227.8,2733.6
150,ORDER150,8,USD,11,3993.2,43925.2
151,ORDER151,12,USD,10,221.1,2211
152,ORDER152,13,USD,9,3356.7,30210.3
153,ORDER153,2,USD,6,1701.8,10210.8
154,ORDER154,9,USD,5,2566.1,12830.5
155,ORDER155,7,USD,12,221.1,2653.2
156,ORDER156,2,USD,9,1782.2,16039.8
157,ORDER157,7,USD,10,2003.3,20033
158,ORDER158,11,USD,11,2385.2,26237.2
159,ORDER159,8,USD,11,2231.1,24542.1
160,ORDER160,7,USD,7,1005,7035
161,ORDER161,15,USD,12,2693.4,32320.8
162,ORDER162,15,USD,8,1105.5,8844
163,ORDER163,9,USD,9,1909.5,17185.5
164,ORDER164,8,USD,8,1118.9,8951.2
165,ORDER165,10,USD,10,1038.5,10385
166,ORDER166,2,USD,6,6324.8,37948.8
167,ORDER167,3,USD,6,1005,6030
168,ORDER168,5,USD,10,1293.1,12931
169,ORDER169,1,USD,5,844.2,4221
170,ORDER170,3,USD,8,247.9,1983.2
171,ORDER171,7,USD,12,174.2,2090.4
172,ORDER172,9,USD,9,1025.1,9225.9
173,ORDER173,9,USD,9,3068.6,27617.4
174,ORDER174,12,USD,7,241.2,1688.4
175,ORDER175,1,USD,10,174.2,1742
176,ORDER176,7,USD,7,2505.8,17540.6
177,ORDER177,1,USD,11,2599.6,28595.6
178,ORDER178,5,USD,12,2278,27336
179,ORDER179,10,USD,12,1092.1,13105.2
180,ORDER180,8,USD,9,1139,10251
181,ORDER181,9,USD,11,1675,18425
182,ORDER182,5,USD,7,1011.7,7081.9
183,ORDER183,14,USD,12,938,11256
184,ORDER184,12,USD,10,2566.1,25661
185,ORDER185,9,USD,12,871,10452
186,ORDER186,7,USD,9,2485.7,22371.3
187,ORDER187,11,USD,9,2345,21105
188,ORDER188,3,USD,12,1118.9,13426.8
189,ORDER189,1,USD,7,1996.6,13976.2
190,ORDER190,4,USD,6,710.2,4261.2
191,ORDER191,12,USD,6,3979.8,23878.8
192,ORDER192,15,USD,6,1025.1,6150.6
193,ORDER193,6,USD,8,2519.2,20153.6
194,ORDER194,11,USD,8,5031.7,40253.6
195,ORDER195,12,USD,10,1829.1,18291
196,ORDER196,1,USD,11,1072,11792
197,ORDER197,12,USD,10,2539.3,25393
198,ORDER198,8,USD,8,3899.4,31195.2
199,ORDER199,4,USD,7,5045.1,35315.7
200,ORDER200,10,USD,11,1005,11055
201,ORDER201,14,USD,11,2438.8,26826.8
202,ORDER202,15,USD,6,3336.6,20019.6
203,ORDER203,10,USD,6,1098.8,6592.8
204,ORDER204,1,USD,11,1902.8,20930.8
205,ORDER205,10,USD,11,3477.3,38250.3
206,ORDER206,15,USD,10,2599.6,25996
207,ORDER207,1,USD,12,1078.7,12944.4
208,ORDER208,15,USD,11,1045.2,11497.2
209,ORDER209,2,USD,11,1125.6,12381.6
210,ORDER210,5,USD,12,1105.5,13266
211,ORDER211,9,USD,10,2606.3,26063
212,ORDER212,13,USD,7,227.8,1594.6
213,ORDER213,1,USD,8,167.5,1340
214,ORDER214,1,USD,6,1145.7,6874.2
215,ORDER215,9,USD,7,2599.6,18197.2
216,ORDER216,5,USD,5,3939.6,19698
217,ORDER217,7,USD,6,2881,17286
218,ORDER218,8,USD,8,3852.5,30820
219,ORDER219,12,USD,7,1139,7973
220,ORDER220,7,USD,8,2519.2,20153.6
221,ORDER221,5,USD,12,1192.6,14311.2
222,ORDER222,2,USD,11,2412,26532
223,ORDER223,7,USD,9,2479,22311
224,ORDER224,9,USD,10,1956.4,19564
225,ORDER225,12,USD,9,1078.7,9708.3
226,ORDER226,9,USD,11,1212.7,13339.7
227,ORDER227,10,USD,7,978.2,6847.4
228,ORDER228,13,USD,10,174.2,1742
229,ORDER229,7,USD,5,1125.6,5628
230,ORDER230,12,USD,8,1065.3,8522.4
231,ORDER231,11,USD,8,3892.7,31141.6
232,ORDER232,11,USD,5,207.7,1038.5
233,ORDER233,11,USD,8,1185.9,9487.2
234,ORDER234,3,USD,11,2586.2,28448.2
235,ORDER235,12,USD,10,2579.5,25795
236,ORDER236,2,USD,8,6378.4,51027.2
237,ORDER237,4,USD,6,3008.3,18049.8
238,ORDER238,15,USD,8,1755.4,14043.2
239,ORDER239,13,USD,8,1139,9112
240,ORDER240,4,USD,7,6157.3,43101.1
241,ORDER241,3,USD,12,2231.1,26773.2
242,ORDER242,4,USD,9,2479,22311
243,ORDER243,14,USD,11,6391.8,70309.8
244,ORDER244,4,USD,8,1139,9112
245,ORDER245,4,USD,8,2586.2,20689.6
246,ORDER246,11,USD,5,3899.4,19497
247,ORDER247,10,USD,9,951.4,8562.6
248,ORDER248,12,USD,9,5607.9,50471.1
249,ORDER249,12,USD,8,1165.8,9326.4
250,ORDER250,5,USD,12,1949.7,23396.4
251,ORDER251,13,USD,9,3685,33165
252,ORDER252,11,USD,8,2633.1,21064.8
253,ORDER253,14,USD,6,1072,6432
254,ORDER254,4,USD,10,3537.6,35376
255,ORDER255,6,USD,11,1092.1,12013.1
256,ORDER256,9,USD,9,1748.7,15738.3
257,ORDER257,6,USD,8,891.1,7128.8
258,ORDER258,4,USD,5,3082,15410
259,ORDER259,9,USD,5,1125.6,5628
260,ORDER260,10,USD,9,1252.9,11276.1
261,ORDER261,3,USD,11,837.5,9212.5
262,ORDER262,1,USD,10,1031.8,10318
263,ORDER263,10,USD,10,2385.2,23852
264,ORDER264,13,USD,8,1802.3,14418.4
265,ORDER265,10,USD,5,1018.4,5092
266,ORDER266,7,USD,10,3946.3,39463
267,ORDER267,3,USD,6,3953,23718
268,ORDER268,8,USD,10,5098.7,50987
269,ORDER269,15,USD,11,3758.7,41345.7
270,ORDER270,12,USD,5,911.2,4556
271,ORDER271,6,USD,8,904.5,7236
272,ORDER272,8,USD,10,911.2,9112
273,ORDER273,9,USD,10,227.8,2278
274,ORDER274,11,USD,5,254.6,1273
275,ORDER275,1,USD,11,683.4,7517.4
276,ORDER276,10,USD,7,3919.5,27436.5
277,ORDER277,14,USD,10,1092.1,10921
278,ORDER278,6,USD,11,924.6,10170.6
279,ORDER279,2,USD,5,1018.4,5092
280,ORDER280,7,USD,5,1788.9,8944.5
281,ORDER281,12,USD,11,944.7,10391.7
282,ORDER282,6,USD,6,3959.7,23758.2
283,ORDER283,7,USD,12,167.5,2010
284,ORDER284,12,USD,8,3872.6,30980.8
285,ORDER285,7,USD,5,6539.2,32696
286,ORDER286,11,USD,6,1025.1,6150.6
287,ORDER287,8,USD,5,938,4690
288,ORDER288,3,USD,11,1045.2,11497.2
289,ORDER289,5,USD,9,167.5,1507.5
290,ORDER290,2,USD,5,1721.9,8609.5
291,ORDER291,15,USD,8,676.7,5413.6
292,ORDER292,5,USD,12,167.5,2010
293,ORDER293,10,USD,10,1118.9,11189
294,ORDER294,5,USD,6,1139,6834
295,ORDER295,13,USD,5,1748.7,8743.5
296,ORDER296,5,USD,11,1728.6,19014.6
297,ORDER297,12,USD,5,1112.2,5561
298,ORDER298,3,USD,11,2385.2,26237.2
299,ORDER299,5,USD,12,221.1,2653.2
300,ORDER300,2,USD,6,5708.4,34250.4
301,ORDER301,8,USD,7,1038.5,7269.5
302,ORDER302,7,USD,7,3993.2,27952.4
303,ORDER303,9,USD,12,1085.4,13024.8
304,ORDER304,1,USD,11,3886,42746
305,ORDER305,5,USD,6,3986.5,23919
306,ORDER306,3,USD,8,1206,9648
307,ORDER307,5,USD,6,1842.5,11055
308,ORDER308,12,USD,6,5051.8,30310.8
309,ORDER309,10,USD,11,1165.8,12823.8
310,ORDER310,15,USD,11,3966.4,43630.4
311,ORDER311,13,USD,9,1802.3,16220.7
312,ORDER312,9,USD,8,1105.5,8844
313,ORDER313,10,USD,9,1889.4,17004.6
314,ORDER314,3,USD,6,1018.4,6110.4
315,ORDER315,14,USD,12,3865.9,46390.8
316,ORDER316,5,USD,10,998.3,9983
317,ORDER317,10,USD,6,254.6,1527.6
318,ORDER318,9,USD,7,703.5,4924.5
319,ORDER319,12,USD,7,1092.1,7644.7
320,ORDER320,11,USD,8,1038.5,8308
321,ORDER321,11,USD,12,2398.6,28783.2
322,ORDER322,12,USD,6,897.8,5386.8
323,ORDER323,4,USD,12,5212.6,62551.2
324,ORDER324,9,USD,5,254.6,1273
325,ORDER325,8,USD,7,3926.2,27483.4
326,ORDER326,9,USD,7,1165.8,8160.6
327,ORDER327,5,USD,8,3859.2,30873.6
328,ORDER328,7,USD,5,167.5,837.5
329,ORDER329,6,USD,9,1681.7,15135.3
330,ORDER330,15,USD,7,924.6,6472.2
331,ORDER331,8,USD,9,3966.4,35697.6
332,ORDER332,9,USD,6,938,5628
333,ORDER333,7,USD,8,1983.2,15865.6
334,ORDER334,1,USD,10,2586.2,25862
335,ORDER335,6,USD,12,3061.9,36742.8
336,ORDER336,3,USD,11,1051.9,11570.9
337,ORDER337,10,USD,9,261.3,2351.7
338,ORDER338,3,USD,5,6143.9,30719.5
339,ORDER339,3,USD,9,2472.3,22250.7
340,ORDER340,6,USD,9,3892.7,35034.3
341,ORDER341,2,USD,10,964.8,9648
342,ORDER342,10,USD,12,3832.4,45988.8
343,ORDER343,11,USD,6,964.8,5788.8
344,ORDER344,7,USD,11,1118.9,12307.9
345,ORDER345,7,USD,6,180.9,1085.4
346,ORDER346,6,USD,7,844.2,5909.4
347,ORDER347,11,USD,6,3490.7,20944.2
348,ORDER348,4,USD,10,1112.2,11122
349,ORDER349,1,USD,7,1072,7504
350,ORDER350,14,USD,7,1078.7,7550.9
351,ORDER351,1,USD,9,5433.7,48903.3
352,ORDER352,7,USD,6,3906.1,23436.6
353,ORDER353,12,USD,5,2458.9,12294.5
354,ORDER354,12,USD,8,1112.2,8897.6
355,ORDER355,13,USD,6,1065.3,6391.8
356,ORDER356,4,USD,7,1862.6,13038.2
357,ORDER357,8,USD,9,1822.4,16401.6
358,ORDER358,14,USD,10,1065.3,10653
359,ORDER359,13,USD,5,5875.9,29379.5
360,ORDER360,7,USD,5,1728.6,8643
361,ORDER361,7,USD,5,3832.4,19162
362,ORDER362,6,USD,8,1025.1,8200.8
363,ORDER363,4,USD,10,1815.7,18157
364,ORDER364,13,USD,5,3839.1,19195.5
365,ORDER365,9,USD,5,2425.4,12127
366,ORDER366,9,USD,5,3865.9,19329.5
367,ORDER367,10,USD,8,2653.2,21225.6
368,ORDER368,2,USD,7,991.6,6941.2
369,ORDER369,11,USD,8,2512.5,20100
370,ORDER370,4,USD,11,2613,28743
371,ORDER371,1,USD,7,5721.8,40052.6
372,ORDER372,5,USD,12,1768.8,21225.6
373,ORDER373,15,USD,5,2606.3,13031.5
374,ORDER374,5,USD,10,2452.2,24522
375,ORDER375,10,USD,12,964.8,11577.6
376,ORDER376,6,USD,11,1125.6,12381.6
377,ORDER377,6,USD,11,857.6,9433.6
378,ORDER378,5,USD,9,3906.1,35154.9
379,ORDER379,4,USD,5,1078.7,5393.5
380,ORDER380,4,USD,12,2432.1,29185.2
381,ORDER381,7,USD,7,958.1,6706.7
382,ORDER382,10,USD,6,864.3,5185.8
383,ORDER383,4,USD,12,864.3,10371.6
384,ORDER384,11,USD,5,891.1,4455.5
385,ORDER385,9,USD,6,3979.8,23878.8
386,ORDER386,10,USD,5,837.5,4187.5
387,ORDER387,2,USD,9,2318.2,20863.8
388,ORDER388,1,USD,7,1822.4,12756.8
389,ORDER389,3,USD,6,1165.8,6994.8
390,ORDER390,4,USD,7,234.5,1641.5
391,ORDER391,6,USD,11,2452.2,26974.2
392,ORDER392,9,USD,11,261.3,2874.3
393,ORDER393,5,USD,10,1031.8,10318
394,ORDER394,13,USD,8,3082,24656
395,ORDER395,14,USD,11,6405.2,70457.2
396,ORDER396,8,USD,7,1822.4,12756.8
397,ORDER397,6,USD,11,1279.7,14076.7
398,ORDER398,1,USD,5,3932.9,19664.5
399,ORDER399,4,USD,9,201,1809
400,ORDER400,3,USD,9,3946.3,35516.7
401,ORDER401,10,USD,12,1909.5,22914
402,ORDER402,15,USD,5,2412,12060
403,ORDER403,5,USD,12,964.8,11577.6
404,ORDER404,4,USD,9,1996.6,17969.4
405,ORDER405,14,USD,10,1045.2,10452
406,ORDER406,2,USD,12,3879.3,46551.6
407,ORDER407,9,USD,12,5976.4,71716.8
408,ORDER408,10,USD,8,2257.9,18063.2
409,ORDER409,10,USD,10,241.2,2412
410,ORDER410,11,USD,6,1983.2,11899.2
411,ORDER411,13,USD,6,3919.5,23517
412,ORDER412,2,USD,9,241.2,2170.8
413,ORDER413,6,USD,11,3946.3,43409.3
414,ORDER414,13,USD,7,3966.4,27764.8
415,ORDER415,5,USD,7,1829.1,12803.7
416,ORDER416,11,USD,12,2733.6,32803.2
417,ORDER417,6,USD,9,844.2,7597.8
418,ORDER418,13,USD,6,6231,37386
419,ORDER419,7,USD,10,1159.1,11591
420,ORDER420,13,USD,6,3966.4,23798.4
421,ORDER421,4,USD,5,1105.5,5527.5
422,ORDER422,11,USD,8,1125.6,9004.8
423,ORDER423,14,USD,11,897.8,9875.8
424,ORDER424,4,USD,5,207.7,1038.5
425,ORDER425,15,USD,10,3959.7,39597
426,ORDER426,15,USD,6,1755.4,10532.4
427,ORDER427,14,USD,7,3001.6,21011.2
428,ORDER428,8,USD,7,1031.8,7222.6
429,ORDER429,10,USD,10,3966.4,39664
430,ORDER430,7,USD,6,1681.7,10090.2
431,ORDER431,3,USD,6,1172.5,7035
432,ORDER432,10,USD,5,716.9,3584.5
433,ORDER433,10,USD,6,6465.5,38793
434,ORDER434,13,USD,11,241.2,2653.2
435,ORDER435,6,USD,6,1929.6,11577.6
436,ORDER436,1,USD,12,3953,47436
437,ORDER437,8,USD,8,2492.4,19939.2
438,ORDER438,1,USD,5,241.2,1206
439,ORDER439,6,USD,6,951.4,5708.4
440,ORDER440,7,USD,10,6217.6,62176
441,ORDER441,5,USD,6,2351.7,14110.2
442,ORDER442,15,USD,7,1132.3,7926.1
443,ORDER443,1,USD,6,1145.7,6874.2
444,ORDER444,10,USD,6,3725.2,22351.2
445,ORDER445,10,USD,11,944.7,10391.7
446,ORDER446,8,USD,9,1219.4,10974.6
447,ORDER447,1,USD,11,1051.9,11570.9
448,ORDER448,11,USD,10,207.7,2077
449,ORDER449,5,USD,8,1862.6,14900.8
450,ORDER450,15,USD,12,1889.4,22672.8
451,ORDER451,5,USD,6,2653.2,15919.2
452,ORDER452,6,USD,9,3953,35577
453,ORDER453,5,USD,12,227.8,2733.6
454,ORDER454,6,USD,12,3879.3,46551.6
455,ORDER455,4,USD,5,1045.2,5226
456,ORDER456,9,USD,12,5071.9,60862.8
457,ORDER457,11,USD,8,241.2,1929.6
458,ORDER458,5,USD,6,2298.1,13788.6
459,ORDER459,9,USD,12,3845.8,46149.6
460,ORDER460,9,USD,8,2425.4,19403.2
461,ORDER461,15,USD,7,1206,8442
462,ORDER462,14,USD,6,221.1,1326.6
463,ORDER463,4,USD,9,3825.7,34431.3
464,ORDER464,13,USD,5,857.6,4288
465,ORDER465,12,USD,10,3825.7,38257
466,ORDER466,7,USD,8,1996.6,15972.8
467,ORDER467,10,USD,8,234.5,1876
468,ORDER468,8,USD,8,1896.1,15168.8
469,ORDER469,8,USD,5,207.7,1038.5
470,ORDER470,2,USD,11,167.5,1842.5
471,ORDER471,15,USD,10,3986.5,39865
472,ORDER472,3,USD,7,2546,17822
473,ORDER473,9,USD,9,864.3,7778.7
474,ORDER474,11,USD,5,1876,9380
475,ORDER475,2,USD,7,247.9,1735.3
476,ORDER476,10,USD,6,5051.8,30310.8
477,ORDER477,12,USD,5,1011.7,5058.5
478,ORDER478,12,USD,9,1862.6,16763.4
479,ORDER479,7,USD,8,1246.2,9969.6
480,ORDER480,2,USD,7,1688.4,11818.8
481,ORDER481,8,USD,5,5916.1,29580.5
482,ORDER482,9,USD,9,5132.2,46189.8
483,ORDER483,1,USD,8,1118.9,8951.2
484,ORDER484,7,USD,11,5835.7,64192.7
485,ORDER485,2,USD,9,6036.7,54330.3
486,ORDER486,3,USD,8,1031.8,8254.4
487,ORDER487,5,USD,10,5956.3,59563
488,ORDER488,15,USD,6,3932.9,23597.4
489,ORDER489,10,USD,6,5889.3,35335.8
490,ORDER490,5,USD,7,2458.9,17212.3
491,ORDER491,7,USD,6,3912.8,23476.8
492,ORDER492,8,USD,5,5668.2,28341
493,ORDER493,1,USD,8,5547.6,44380.8
494,ORDER494,7,USD,10,201,2010
495,ORDER495,7,USD,9,247.9,2231.1
496,ORDER496,15,USD,6,3859.2,23155.2
497,ORDER497,5,USD,10,5487.3,54873
498,ORDER498,3,USD,11,1809,19899
499,ORDER499,8,USD,7,2405.3,16837.1
500,ORDER500,6,USD,8,790.6,6324.8
501,ORDER501,8,USD,7,3202.6,22418.2
502,ORDER502,6,USD,12,1058.6,12703.2
503,ORDER503,4,USD,9,1768.8,15919.2
504,ORDER504,2,USD,7,971.5,6800.5
505,ORDER505,10,USD,5,938,4690
506,ORDER506,6,USD,9,958.1,8622.9
507,ORDER507,9,USD,8,3705.1,29640.8
508,ORDER508,14,USD,12,1025.1,12301.2
509,ORDER509,7,USD,6,2592.9,15557.4
510,ORDER510,9,USD,11,3865.9,42524.9
511,ORDER511,6,USD,6,5634.7,33808.2
512,ORDER512,1,USD,10,971.5,9715
513,ORDER513,2,USD,11,1051.9,11570.9
514,ORDER514,3,USD,5,1051.9,5259.5
515,ORDER515,3,USD,12,1139,13668
516,ORDER516,12,USD,7,5849.1,40943.7
517,ORDER517,4,USD,10,2264.6,22646
518,ORDER518,3,USD,9,1125.6,10130.4
519,ORDER519,1,USD,8,1078.7,8629.6
520,ORDER520,11,USD,11,2405.3,26458.3
521,ORDER521,13,USD,7,1072,7504
522,ORDER522,8,USD,11,5808.9,63897.9
523,ORDER523,13,USD,8,3926.2,31409.6
524,ORDER524,15,USD,11,201,2211
525,ORDER525,8,USD,5,1882.7,9413.5
526,ORDER526,2,USD,8,2532.6,20260.8
527,ORDER527,10,USD,6,207.7,1246.2
528,ORDER528,5,USD,9,241.2,2170.8
529,ORDER529,5,USD,7,1152.4,8066.8
530,ORDER530,11,USD,7,3879.3,27155.1
531,ORDER531,7,USD,7,3865.9,27061.3
532,ORDER532,6,USD,8,1835.8,14686.4
533,ORDER533,4,USD,5,234.5,1172.5
534,ORDER534,14,USD,5,757.1,3785.5
535,ORDER535,3,USD,10,1005,10050
536,ORDER536,7,USD,10,6391.8,63918
537,ORDER537,10,USD,5,2740.3,13701.5
538,ORDER538,9,USD,5,924.6,4623
539,ORDER539,11,USD,11,1031.8,11349.8
540,ORDER540,2,USD,12,1098.8,13185.6
541,ORDER541,5,USD,5,1132.3,5661.5
542,ORDER542,1,USD,6,2465.6,14793.6
543,ORDER543,12,USD,7,1005,7035
544,ORDER544,14,USD,9,1246.2,11215.8
545,ORDER545,5,USD,5,1025.1,5125.5
546,ORDER546,4,USD,11,1902.8,20930.8
547,ORDER547,15,USD,8,3738.6,29908.8
548,ORDER548,3,USD,7,1996.6,13976.2
549,ORDER549,7,USD,6,2331.6,13989.6
550,ORDER550,6,USD,5,1078.7,5393.5
551,ORDER551,5,USD,10,1788.9,17889
552,ORDER552,15,USD,9,241.2,2170.8
553,ORDER553,9,USD,12,1159.1,13909.2
554,ORDER554,8,USD,11,1051.9,11570.9
555,ORDER555,3,USD,7,5969.7,41787.9
556,ORDER556,14,USD,11,3919.5,43114.5
557,ORDER557,1,USD,10,1118.9,11189
558,ORDER558,12,USD,5,1118.9,5594.5
559,ORDER559,11,USD,9,5427,48843
560,ORDER560,4,USD,5,3725.2,18626
561,ORDER561,15,USD,5,187.6,938
562,ORDER562,8,USD,5,3999.9,19999.5
563,ORDER563,11,USD,11,971.5,10686.5
564,ORDER564,6,USD,10,1118.9,11189
565,ORDER565,4,USD,12,864.3,10371.6
566,ORDER566,10,USD,11,5782.1,63603.1
567,ORDER567,9,USD,6,904.5,5427
568,ORDER568,7,USD,6,247.9,1487.4
569,ORDER569,10,USD,10,1708.5,17085
570,ORDER570,12,USD,10,1132.3,11323
571,ORDER571,1,USD,5,1775.5,8877.5
572,ORDER572,3,USD,8,1902.8,15222.4
573,ORDER573,2,USD,8,5963,47704
574,ORDER574,1,USD,6,3886,23316
575,ORDER575,9,USD,9,1058.6,9527.4
576,ORDER576,15,USD,5,5815.6,29078
577,ORDER577,4,USD,11,5353.3,58886.3
578,ORDER578,6,USD,11,5567.7,61244.7
579,ORDER579,14,USD,7,2512.5,17587.5
580,ORDER580,8,USD,8,1681.7,13453.6
581,ORDER581,4,USD,10,194.3,1943
582,ORDER582,13,USD,8,2405.3,19242.4
