created_at,last_updated_at,order_id,product_id,currency_code,order_quantity,unit_price,total_unit_price
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,18,4,USD,12,984.9,11818.8
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,19,15,USD,5,5581.1,27905.5
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,20,2,USD,8,3095.4,24763.2
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,21,15,USD,8,2278,18224
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,22,10,USD,12,991.6,11899.2
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,23,9,USD,6,3979.8,23878.8
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,24,14,USD,12,1969.8,23637.6
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,25,9,USD,12,268,3216
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,26,4,USD,11,174.2,1916.2
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,27,13,USD,6,2988.2,17929.2
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,28,2,USD,11,3999.9,43998.9
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,29,7,USD,10,5976.4,59764
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,30,12,USD,6,2901.1,17406.6
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,31,4,USD,7,6076.9,42538.3
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,32,6,USD,6,5735.2,34411.2
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,33,6,USD,12,3919.5,47034
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,34,8,USD,8,6083.6,48668.8
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,35,5,USD,5,2566.1,12830.5
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,36,9,USD,10,2278,22780
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,37,4,USD,7,261.3,1829.1
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,38,2,USD,9,998.3,8984.7
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,39,14,USD,6,3497.4,20984.4
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,40,2,USD,9,1132.3,10190.7
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,41,10,USD,9,2405.3,21647.7
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,42,14,USD,7,5701.7,39911.9
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,43,4,USD,9,2452.2,22069.8
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,44,15,USD,7,3095.4,21667.8
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,45,13,USD,9,3865.9,34793.1
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,46,7,USD,7,2304.8,16133.6
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,47,8,USD,10,3195.9,31959
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,48,12,USD,10,6452.1,64521
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,49,13,USD,6,2003.3,12019.8
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,50,6,USD,5,3638.1,18190.5
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,51,3,USD,6,2278,13668
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,52,5,USD,12,924.6,11095.2
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,53,7,USD,11,3926.2,43188.2
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,54,3,USD,7,3825.7,26779.9
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,55,10,USD,10,2257.9,22579
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,56,2,USD,7,1112.2,7785.4
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,57,4,USD,5,3557.7,17788.5
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,58,11,USD,7,2371.8,16602.6
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,59,8,USD,12,857.6,10291.2
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,60,3,USD,11,3892.7,42819.7
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,61,15,USD,8,3477.3,27818.4
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,62,8,USD,6,3738.6,22431.6
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,63,1,USD,8,1072,8576
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,64,7,USD,12,2257.9,27094.8
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,65,5,USD,5,1058.6,5293
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,66,12,USD,10,2492.4,24924
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,67,14,USD,6,3852.5,23115
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,68,13,USD,11,241.2,2653.2
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,69,3,USD,5,1051.9,5259.5
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,70,2,USD,8,227.8,1822.4
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,71,1,USD,9,1078.7,9708.3
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,72,3,USD,6,1005,6030
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,73,6,USD,6,2485.7,14914.2
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,74,3,USD,10,2659.9,26599
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,75,15,USD,11,2224.4,24468.4
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,76,14,USD,8,2472.3,19778.4
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,77,9,USD,7,1011.7,7081.9
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,78,11,USD,6,234.5,1407
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,79,3,USD,8,261.3,2090.4
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,80,4,USD,5,4006.6,20033
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,81,1,USD,6,1333.3,7999.8
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,82,13,USD,5,167.5,837.5
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,83,12,USD,5,3195.9,15979.5
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,84,12,USD,10,1051.9,10519
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,85,5,USD,9,5447.1,49023.9
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,86,7,USD,8,3182.5,25460
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,87,9,USD,5,891.1,4455.5
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,88,13,USD,7,3892.7,27248.9
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,89,9,USD,9,3953,35577
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,90,4,USD,9,924.6,8321.4
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,91,4,USD,10,3430.4,34304
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,92,6,USD,8,1152.4,9219.2
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,93,9,USD,5,1085.4,5427
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,94,6,USD,5,5031.7,25158.5
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,95,8,USD,8,1092.1,8736.8
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,96,7,USD,9,187.6,1688.4
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,97,9,USD,9,3993.2,35938.8
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,98,1,USD,11,2472.3,27195.3
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,99,9,USD,11,1206,13266
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,100,4,USD,11,1728.6,19014.6
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,101,15,USD,6,1983.2,11899.2
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,102,14,USD,7,5313.1,37191.7
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,103,15,USD,11,871,9581
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,104,13,USD,6,2532.6,15195.6
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,105,7,USD,8,5916.1,47328.8
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,106,13,USD,7,2887.7,20213.9
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,107,15,USD,7,1855.9,12991.3
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,108,4,USD,6,207.7,1246.2
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,109,3,USD,6,1058.6,6351.6
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,110,11,USD,10,958.1,9581
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,111,1,USD,9,2659.9,23939.1
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,112,6,USD,12,2217.7,26612.4
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,113,11,USD,7,1715.2,12006.4
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,114,2,USD,6,3932.9,23597.4
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,115,2,USD,5,2546,12730
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,116,5,USD,5,837.5,4187.5
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,117,6,USD,10,1809,18090
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,118,9,USD,5,857.6,4288
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,119,5,USD,8,1748.7,13989.6
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,120,5,USD,10,1266.3,12663
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,121,13,USD,11,5058.5,55643.5
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,122,5,USD,10,958.1,9581
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,123,6,USD,11,1802.3,19825.3
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,124,7,USD,11,6298,69278
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,125,13,USD,6,2499.1,14994.6
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,126,7,USD,8,871,6968
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,127,11,USD,6,750.4,4502.4
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,128,10,USD,5,763.8,3819
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,129,7,USD,11,844.2,9286.2
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,130,15,USD,5,261.3,1306.5
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,131,10,USD,8,3999.9,31999.2
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,132,8,USD,7,1112.2,7785.4
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,133,4,USD,8,2633.1,21064.8
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,134,9,USD,5,1018.4,5092
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,135,12,USD,12,5219.3,62631.6
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,136,7,USD,11,3999.9,43998.9
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,137,14,USD,10,1721.9,17219
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,138,5,USD,9,737,6633
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,139,11,USD,9,1219.4,10974.6
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,140,14,USD,6,891.1,5346.6
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,141,5,USD,12,978.2,11738.4
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,142,6,USD,9,3946.3,35516.7
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,143,1,USD,12,1299.8,15597.6
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,144,5,USD,5,5815.6,29078
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,145,15,USD,10,1092.1,10921
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,146,12,USD,7,1072,7504
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,147,9,USD,11,4020,44220
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,148,10,USD,9,984.9,8864.1
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,149,5,USD,12,227.8,2733.6
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,150,8,USD,11,3993.2,43925.2
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,151,12,USD,10,221.1,2211
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,152,13,USD,9,3356.7,30210.3
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,153,2,USD,6,1701.8,10210.8
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,154,9,USD,5,2566.1,12830.5
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,155,7,USD,12,221.1,2653.2
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,156,2,USD,9,1782.2,16039.8
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,157,7,USD,10,2003.3,20033
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,158,11,USD,11,2385.2,26237.2
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,159,8,USD,11,2231.1,24542.1
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,160,7,USD,7,1005,7035
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,161,15,USD,12,2693.4,32320.8
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,162,15,USD,8,1105.5,8844
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,163,9,USD,9,1909.5,17185.5
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,164,8,USD,8,1118.9,8951.2
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,165,10,USD,10,1038.5,10385
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,166,2,USD,6,6324.8,37948.8
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,167,3,USD,6,1005,6030
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,168,5,USD,10,1293.1,12931
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,169,1,USD,5,844.2,4221
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,170,3,USD,8,247.9,1983.2
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,171,7,USD,12,174.2,2090.4
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,172,9,USD,9,1025.1,9225.9
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,173,9,USD,9,3068.6,27617.4
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,174,12,USD,7,241.2,1688.4
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,175,1,USD,10,174.2,1742
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,176,7,USD,7,2505.8,17540.6
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,177,1,USD,11,2599.6,28595.6
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,178,5,USD,12,2278,27336
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,179,10,USD,12,1092.1,13105.2
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,180,8,USD,9,1139,10251
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,181,9,USD,11,1675,18425
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,182,5,USD,7,1011.7,7081.9
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,183,14,USD,12,938,11256
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,184,12,USD,10,2566.1,25661
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,185,9,USD,12,871,10452
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,186,7,USD,9,2485.7,22371.3
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,187,11,USD,9,2345,21105
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,188,3,USD,12,1118.9,13426.8
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,189,1,USD,7,1996.6,13976.2
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,190,4,USD,6,710.2,4261.2
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,191,12,USD,6,3979.8,23878.8
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,192,15,USD,6,1025.1,6150.6
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,193,6,USD,8,2519.2,20153.6
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,194,11,USD,8,5031.7,40253.6
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,195,12,USD,10,1829.1,18291
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,196,1,USD,11,1072,11792
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,197,12,USD,10,2539.3,25393
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,198,8,USD,8,3899.4,31195.2
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,199,4,USD,7,5045.1,35315.7
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,200,10,USD,11,1005,11055
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,201,14,USD,11,2438.8,26826.8
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,202,15,USD,6,3336.6,20019.6
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,203,10,USD,6,1098.8,6592.8
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,204,1,USD,11,1902.8,20930.8
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,205,10,USD,11,3477.3,38250.3
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,206,15,USD,10,2599.6,25996
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,207,1,USD,12,1078.7,12944.4
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,208,15,USD,11,1045.2,11497.2
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,209,2,USD,11,1125.6,12381.6
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,210,5,USD,12,1105.5,13266
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,211,9,USD,10,2606.3,26063
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,212,13,USD,7,227.8,1594.6
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,213,1,USD,8,167.5,1340
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,214,1,USD,6,1145.7,6874.2
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,215,9,USD,7,2599.6,18197.2
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,216,5,USD,5,3939.6,19698
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,217,7,USD,6,2881,17286
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,218,8,USD,8,3852.5,30820
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,219,12,USD,7,1139,7973
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,220,7,USD,8,2519.2,20153.6
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,221,5,USD,12,1192.6,14311.2
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,222,2,USD,11,2412,26532
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,223,7,USD,9,2479,22311
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,224,9,USD,10,1956.4,19564
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,225,12,USD,9,1078.7,9708.3
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,226,9,USD,11,1212.7,13339.7
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,227,10,USD,7,978.2,6847.4
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,228,13,USD,10,174.2,1742
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,229,7,USD,5,1125.6,5628
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,230,12,USD,8,1065.3,8522.4
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,231,11,USD,8,3892.7,31141.6
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,232,11,USD,5,207.7,1038.5
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,233,11,USD,8,1185.9,9487.2
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,234,3,USD,11,2586.2,28448.2
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,235,12,USD,10,2579.5,25795
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,236,2,USD,8,6378.4,51027.2
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,237,4,USD,6,3008.3,18049.8
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,238,15,USD,8,1755.4,14043.2
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,239,13,USD,8,1139,9112
6/28/2024 8:04:01 AM +00:00,6/28/2024 8:04:01 AM +00:00,240,4,USD,7,6157.3,43101.1
