created_at,last_updated_at,status,customer_id,channel,currency_code,warehouse_code,city_shipping_id,total_product_order_quantity,total_price,total_cost
6/28/2024 8:04:03 AM +00:00,6/28/2024 8:04:03 AM +00:00,COMPLETED,39,Wholesale,USD,AXW291,17,6,20984.4,1958.544
6/28/2024 8:04:03 AM +00:00,6/28/2024 8:04:03 AM +00:00,COMPLETED,137,Wholesale,USD,GUT930,36,9,10190.7,486.889
6/28/2024 8:04:03 AM +00:00,6/28/2024 8:04:03 AM +00:00,COMPLETED,75,Wholesale,USD,AXW291,8,9,21647.7,1587.498
6/28/2024 8:04:03 AM +00:00,6/28/2024 8:04:03 AM +00:00,COMPLETED,33,Distributor,USD,FLR025,66,7,39911.9,3249.969
6/28/2024 8:04:03 AM +00:00,6/28/2024 8:04:03 AM +00:00,COMPLETED,134,Distributor,USD,GUT930,45,9,22069.8,1446.798
6/28/2024 8:04:03 AM +00:00,6/28/2024 8:04:03 AM +00:00,COMPLETED,115,Wholesale,USD,AXW291,2,7,21667.8,2012.01
6/28/2024 8:04:03 AM +00:00,6/28/2024 8:04:03 AM +00:00,COMPLETED,90,Export,USD,GUT930,38,9,34793.1,2164.904
6/28/2024 8:04:03 AM +00:00,6/28/2024 8:04:03 AM +00:00,COMPLETED,2,Distributor,USD,AXW291,7,7,16133.6,1382.88
6/28/2024 8:04:03 AM +00:00,6/28/2024 8:04:03 AM +00:00,COMPLETED,47,Distributor,USD,AXW291,7,10,31959,1470.114
6/28/2024 8:04:03 AM +00:00,6/28/2024 8:04:03 AM +00:00,COMPLETED,80,Wholesale,USD,NXH382,53,10,64521,5161.68
6/28/2024 8:04:03 AM +00:00,6/28/2024 8:04:03 AM +00:00,COMPLETED,78,Export,USD,AXW291,19,6,12019.8,921.518
6/28/2024 8:04:03 AM +00:00,6/28/2024 8:04:03 AM +00:00,COMPLETED,91,Wholesale,USD,AXW291,4,5,18190.5,1455.24
6/28/2024 8:04:03 AM +00:00,6/28/2024 8:04:03 AM +00:00,COMPLETED,19,Export,USD,AXW291,20,6,13668,1822.4
6/28/2024 8:04:03 AM +00:00,6/28/2024 8:04:03 AM +00:00,COMPLETED,21,Distributor,USD,AXW291,26,12,11095.2,582.498
6/28/2024 8:04:03 AM +00:00,6/28/2024 8:04:03 AM +00:00,COMPLETED,31,Wholesale,USD,AXW291,20,11,43188.2,3062.436
6/28/2024 8:04:03 AM +00:00,6/28/2024 8:04:03 AM +00:00,COMPLETED,70,Export,USD,FLR025,63,7,26779.9,2257.163
6/28/2024 8:04:03 AM +00:00,6/28/2024 8:04:03 AM +00:00,COMPLETED,89,Wholesale,USD,FLR025,65,10,22579,1377.319
6/28/2024 8:04:03 AM +00:00,6/28/2024 8:04:03 AM +00:00,COMPLETED,3,Wholesale,USD,AXW291,27,7,7785.4,756.296
6/28/2024 8:04:03 AM +00:00,6/28/2024 8:04:03 AM +00:00,COMPLETED,76,Wholesale,USD,AXW291,19,5,17788.5,1814.427
6/28/2024 8:04:03 AM +00:00,6/28/2024 8:04:03 AM +00:00,COMPLETED,3,Distributor,USD,AXW291,11,7,16602.6,1233.336
6/28/2024 8:04:03 AM +00:00,6/28/2024 8:04:03 AM +00:00,COMPLETED,125,Wholesale,USD,AXW291,11,12,10291.2,686.08
6/28/2024 8:04:03 AM +00:00,6/28/2024 8:04:03 AM +00:00,COMPLETED,86,Wholesale,USD,GUT930,43,11,42819.7,2880.598
6/28/2024 8:04:03 AM +00:00,6/28/2024 8:04:03 AM +00:00,COMPLETED,1,Distributor,USD,AXW291,28,8,27818.4,1390.92
6/28/2024 8:04:03 AM +00:00,6/28/2024 8:04:03 AM +00:00,COMPLETED,104,Distributor,USD,AXW291,28,6,22431.6,2803.95
6/28/2024 8:04:03 AM +00:00,6/28/2024 8:04:03 AM +00:00,COMPLETED,63,Wholesale,USD,NXH382,48,8,8576,589.6
6/28/2024 8:04:03 AM +00:00,6/28/2024 8:04:03 AM +00:00,COMPLETED,121,Wholesale,USD,AXW291,22,12,27094.8,1761.162
6/28/2024 8:04:03 AM +00:00,6/28/2024 8:04:03 AM +00:00,COMPLETED,40,Distributor,USD,GUT930,42,5,5293,751.606
6/28/2024 8:04:03 AM +00:00,6/28/2024 8:04:03 AM +00:00,COMPLETED,118,Wholesale,USD,AXW291,14,10,24924,1296.048
6/28/2024 8:04:03 AM +00:00,6/28/2024 8:04:03 AM +00:00,COMPLETED,20,Wholesale,USD,AXW291,13,6,23115,2465.6
6/28/2024 8:04:03 AM +00:00,6/28/2024 8:04:03 AM +00:00,COMPLETED,119,Wholesale,USD,GUT930,39,11,2653.2,132.66
6/28/2024 8:04:03 AM +00:00,6/28/2024 8:04:03 AM +00:00,COMPLETED,134,Distributor,USD,AXW291,6,5,5259.5,494.393
6/28/2024 8:04:03 AM +00:00,6/28/2024 8:04:03 AM +00:00,COMPLETED,146,Distributor,USD,AXW291,31,8,1822.4,107.066
6/28/2024 8:04:03 AM +00:00,6/28/2024 8:04:03 AM +00:00,COMPLETED,101,Wholesale,USD,FLR025,60,9,9708.3,506.989
6/28/2024 8:04:03 AM +00:00,6/28/2024 8:04:03 AM +00:00,COMPLETED,125,Wholesale,USD,AXW291,18,6,6030,743.7
6/28/2024 8:04:03 AM +00:00,6/28/2024 8:04:03 AM +00:00,COMPLETED,109,Distributor,USD,NXH382,52,6,14914.2,1317.421
6/28/2024 8:04:03 AM +00:00,6/28/2024 8:04:03 AM +00:00,COMPLETED,108,Distributor,USD,AXW291,26,10,26599,2154.519
6/28/2024 8:04:03 AM +00:00,6/28/2024 8:04:03 AM +00:00,COMPLETED,72,Wholesale,USD,AXW291,20,11,24468.4,1579.324
6/28/2024 8:04:03 AM +00:00,6/28/2024 8:04:03 AM +00:00,COMPLETED,152,Wholesale,USD,FLR025,61,8,19778.4,1260.873
6/28/2024 8:04:03 AM +00:00,6/28/2024 8:04:03 AM +00:00,COMPLETED,71,Wholesale,USD,GUT930,42,7,7081.9,799.243
6/28/2024 8:04:03 AM +00:00,6/28/2024 8:04:03 AM +00:00,COMPLETED,133,Wholesale,USD,GUT930,42,6,1407,128.975
6/28/2024 8:04:03 AM +00:00,6/28/2024 8:04:03 AM +00:00,COMPLETED,131,Distributor,USD,AXW291,29,8,2090.4,143.715
6/28/2024 8:04:03 AM +00:00,6/28/2024 8:04:03 AM +00:00,COMPLETED,147,Export,USD,AXW291,7,5,20033,2844.686
6/28/2024 8:04:03 AM +00:00,6/28/2024 8:04:03 AM +00:00,COMPLETED,150,Distributor,USD,GUT930,38,6,7999.8,866.645
6/28/2024 8:04:03 AM +00:00,6/28/2024 8:04:03 AM +00:00,COMPLETED,109,Wholesale,USD,GUT930,46,5,837.5,90.45
6/28/2024 8:04:03 AM +00:00,6/28/2024 8:04:03 AM +00:00,COMPLETED,140,Export,USD,FLR025,61,5,15979.5,1821.663
6/28/2024 8:04:03 AM +00:00,6/28/2024 8:04:03 AM +00:00,COMPLETED,3,Wholesale,USD,NXH382,56,10,10519,809.963
6/28/2024 8:04:03 AM +00:00,6/28/2024 8:04:03 AM +00:00,COMPLETED,102,Export,USD,AXW291,2,9,49023.9,3540.615
6/28/2024 8:04:03 AM +00:00,6/28/2024 8:04:03 AM +00:00,COMPLETED,159,Wholesale,USD,GUT930,36,8,25460,1973.15
6/28/2024 8:04:03 AM +00:00,6/28/2024 8:04:03 AM +00:00,COMPLETED,136,Wholesale,USD,FLR025,61,5,4455.5,632.681
6/28/2024 8:04:03 AM +00:00,6/28/2024 8:04:03 AM +00:00,COMPLETED,145,Export,USD,AXW291,29,7,27248.9,2724.89
6/28/2024 8:04:03 AM +00:00,6/28/2024 8:04:03 AM +00:00,COMPLETED,21,Export,USD,GUT930,45,9,35577,3360.05
6/28/2024 8:04:03 AM +00:00,6/28/2024 8:04:03 AM +00:00,COMPLETED,106,Wholesale,USD,GUT930,34,9,8321.4,545.514
6/28/2024 8:04:03 AM +00:00,6/28/2024 8:04:03 AM +00:00,COMPLETED,5,Distributor,USD,GUT930,34,10,34304,1989.632
6/28/2024 8:04:03 AM +00:00,6/28/2024 8:04:03 AM +00:00,COMPLETED,57,Wholesale,USD,AXW291,31,8,9219.2,622.296
6/28/2024 8:04:03 AM +00:00,6/28/2024 8:04:03 AM +00:00,COMPLETED,28,Wholesale,USD,AXW291,24,5,5427,922.59
6/28/2024 8:04:03 AM +00:00,6/28/2024 8:04:03 AM +00:00,COMPLETED,34,Wholesale,USD,AXW291,27,5,25158.5,4025.36
6/28/2024 8:04:03 AM +00:00,6/28/2024 8:04:03 AM +00:00,COMPLETED,72,Wholesale,USD,AXW291,18,8,8736.8,436.84
6/28/2024 8:04:03 AM +00:00,6/28/2024 8:04:03 AM +00:00,COMPLETED,170,Export,USD,AXW291,4,9,1688.4,144.452
6/28/2024 8:04:03 AM +00:00,6/28/2024 8:04:03 AM +00:00,COMPLETED,13,Export,USD,AXW291,17,9,35938.8,2835.172
6/28/2024 8:04:03 AM +00:00,6/28/2024 8:04:03 AM +00:00,COMPLETED,19,Export,USD,FLR025,65,11,27195.3,1433.934
6/28/2024 8:04:03 AM +00:00,6/28/2024 8:04:03 AM +00:00,COMPLETED,166,Wholesale,USD,AXW291,5,11,13266,844.2
6/28/2024 8:04:03 AM +00:00,6/28/2024 8:04:03 AM +00:00,COMPLETED,136,Distributor,USD,AXW291,26,11,19014.6,985.302
6/28/2024 8:04:03 AM +00:00,6/28/2024 8:04:03 AM +00:00,COMPLETED,121,Wholesale,USD,AXW291,25,6,11899.2,1447.736
6/28/2024 8:04:03 AM +00:00,6/28/2024 8:04:03 AM +00:00,COMPLETED,75,Wholesale,USD,GUT930,33,7,37191.7,2656.55
6/28/2024 8:04:03 AM +00:00,6/28/2024 8:04:03 AM +00:00,COMPLETED,124,Export,USD,AXW291,11,11,9581,566.15
6/28/2024 8:04:03 AM +00:00,6/28/2024 8:04:03 AM +00:00,COMPLETED,100,Wholesale,USD,GUT930,32,6,15195.6,2051.406
6/28/2024 8:04:03 AM +00:00,6/28/2024 8:04:03 AM +00:00,COMPLETED,54,Wholesale,USD,AXW291,17,8,47328.8,4673.719
6/28/2024 8:04:03 AM +00:00,6/28/2024 8:04:03 AM +00:00,COMPLETED,146,Wholesale,USD,GUT930,42,7,20213.9,1443.85
6/28/2024 8:04:03 AM +00:00,6/28/2024 8:04:03 AM +00:00,COMPLETED,170,Wholesale,USD,GUT930,36,7,12991.3,1447.602
6/28/2024 8:04:03 AM +00:00,6/28/2024 8:04:03 AM +00:00,COMPLETED,108,Distributor,USD,AXW291,11,6,1246.2,135.005
6/28/2024 8:04:03 AM +00:00,6/28/2024 8:04:03 AM +00:00,COMPLETED,166,Wholesale,USD,FLR025,62,6,6351.6,772.778
6/28/2024 8:04:03 AM +00:00,6/28/2024 8:04:03 AM +00:00,COMPLETED,142,Wholesale,USD,GUT930,44,10,9581,517.374
6/28/2024 8:04:03 AM +00:00,6/28/2024 8:04:03 AM +00:00,COMPLETED,100,Wholesale,USD,GUT930,34,9,23939.1,1675.737
6/28/2024 8:04:03 AM +00:00,6/28/2024 8:04:03 AM +00:00,COMPLETED,75,Distributor,USD,AXW291,26,12,26612.4,1707.629
6/28/2024 8:04:03 AM +00:00,6/28/2024 8:04:03 AM +00:00,COMPLETED,155,Wholesale,USD,AXW291,8,7,12006.4,857.6
6/28/2024 8:04:03 AM +00:00,6/28/2024 8:04:03 AM +00:00,COMPLETED,20,Wholesale,USD,NXH382,52,6,23597.4,1691.147
6/28/2024 8:04:03 AM +00:00,6/28/2024 8:04:03 AM +00:00,COMPLETED,104,Distributor,USD,AXW291,31,5,12730,1909.5
6/28/2024 8:04:03 AM +00:00,6/28/2024 8:04:03 AM +00:00,COMPLETED,150,Distributor,USD,NXH382,50,5,4187.5,603
6/28/2024 8:04:03 AM +00:00,6/28/2024 8:04:03 AM +00:00,COMPLETED,70,Distributor,USD,GUT930,40,10,18090,1302.48
6/28/2024 8:04:03 AM +00:00,6/28/2024 8:04:03 AM +00:00,COMPLETED,77,Distributor,USD,NXH382,55,5,4288,514.56
6/28/2024 8:04:03 AM +00:00,6/28/2024 8:04:03 AM +00:00,COMPLETED,38,Export,USD,AXW291,2,8,13989.6,1101.681
6/28/2024 8:04:03 AM +00:00,6/28/2024 8:04:03 AM +00:00,COMPLETED,68,Distributor,USD,AXW291,14,10,12663,582.498
6/28/2024 8:04:03 AM +00:00,6/28/2024 8:04:03 AM +00:00,COMPLETED,142,Wholesale,USD,AXW291,5,11,55643.5,3591.535
6/28/2024 8:04:03 AM +00:00,6/28/2024 8:04:03 AM +00:00,COMPLETED,74,Distributor,USD,AXW291,7,10,9581,795.223
6/28/2024 8:04:03 AM +00:00,6/28/2024 8:04:03 AM +00:00,COMPLETED,156,Export,USD,AXW291,22,11,19825.3,756.966
6/28/2024 8:04:03 AM +00:00,6/28/2024 8:04:03 AM +00:00,COMPLETED,135,Wholesale,USD,AXW291,9,11,69278,4534.56
6/28/2024 8:04:03 AM +00:00,6/28/2024 8:04:03 AM +00:00,COMPLETED,126,Wholesale,USD,AXW291,1,6,14994.6,1824.343
6/28/2024 8:04:03 AM +00:00,6/28/2024 8:04:03 AM +00:00,COMPLETED,140,Wholesale,USD,GUT930,36,8,6968,705.51
6/28/2024 8:04:03 AM +00:00,6/28/2024 8:04:03 AM +00:00,COMPLETED,123,Wholesale,USD,GUT930,44,6,4502.4,360.192
6/28/2024 8:04:03 AM +00:00,6/28/2024 8:04:03 AM +00:00,COMPLETED,139,Distributor,USD,GUT930,36,5,3819,504.108
6/28/2024 8:04:03 AM +00:00,6/28/2024 8:04:03 AM +00:00,COMPLETED,96,Export,USD,NXH382,55,11,9286.2,565.614
6/28/2024 8:04:03 AM +00:00,6/28/2024 8:04:03 AM +00:00,COMPLETED,154,Wholesale,USD,AXW291,6,5,1306.5,112.359
6/28/2024 8:04:03 AM +00:00,6/28/2024 8:04:03 AM +00:00,COMPLETED,4,Export,USD,AXW291,13,8,31999.2,2359.941
6/28/2024 8:04:03 AM +00:00,6/28/2024 8:04:03 AM +00:00,COMPLETED,70,Wholesale,USD,GUT930,45,7,7785.4,811.906
6/28/2024 8:04:03 AM +00:00,6/28/2024 8:04:03 AM +00:00,COMPLETED,50,Wholesale,USD,AXW291,30,8,21064.8,1843.17
6/28/2024 8:04:03 AM +00:00,6/28/2024 8:04:03 AM +00:00,COMPLETED,44,Distributor,USD,AXW291,24,5,5092,631.408
6/28/2024 8:04:03 AM +00:00,6/28/2024 8:04:03 AM +00:00,COMPLETED,70,Distributor,USD,AXW291,10,12,62631.6,3444.738
6/28/2024 8:04:03 AM +00:00,6/28/2024 8:04:03 AM +00:00,COMPLETED,175,Export,USD,NXH382,47,11,43998.9,2359.941
6/28/2024 8:04:03 AM +00:00,6/28/2024 8:04:03 AM +00:00,COMPLETED,90,Wholesale,USD,FLR025,62,10,17219,1084.797
6/28/2024 8:04:03 AM +00:00,6/28/2024 8:04:03 AM +00:00,COMPLETED,129,Wholesale,USD,GUT930,35,9,6633,456.94
6/28/2024 8:04:03 AM +00:00,6/28/2024 8:04:03 AM +00:00,COMPLETED,124,Wholesale,USD,AXW291,6,9,10974.6,695.058
6/28/2024 8:04:03 AM +00:00,6/28/2024 8:04:03 AM +00:00,COMPLETED,9,Wholesale,USD,NXH382,51,6,5346.6,712.88
6/28/2024 8:04:03 AM +00:00,6/28/2024 8:04:03 AM +00:00,COMPLETED,117,Wholesale,USD,AXW291,27,12,11738.4,743.432
6/28/2024 8:04:03 AM +00:00,6/28/2024 8:04:03 AM +00:00,COMPLETED,100,Wholesale,USD,AXW291,31,9,35516.7,1657.446
6/28/2024 8:04:03 AM +00:00,6/28/2024 8:04:03 AM +00:00,COMPLETED,92,Wholesale,USD,GUT930,33,12,15597.6,922.858
6/28/2024 8:04:03 AM +00:00,6/28/2024 8:04:03 AM +00:00,COMPLETED,155,Distributor,USD,AXW291,14,5,29078,2791.488
6/28/2024 8:04:03 AM +00:00,6/28/2024 8:04:03 AM +00:00,COMPLETED,100,Distributor,USD,AXW291,22,10,10921,655.26
6/28/2024 8:04:03 AM +00:00,6/28/2024 8:04:03 AM +00:00,COMPLETED,156,Wholesale,USD,AXW291,7,7,7504,643.2
6/28/2024 8:04:03 AM +00:00,6/28/2024 8:04:03 AM +00:00,COMPLETED,134,Wholesale,USD,GUT930,39,11,44220,2653.2
6/28/2024 8:04:03 AM +00:00,6/28/2024 8:04:03 AM +00:00,COMPLETED,140,Wholesale,USD,AXW291,12,9,8864.1,669.732
6/28/2024 8:04:03 AM +00:00,6/28/2024 8:04:03 AM +00:00,COMPLETED,28,Wholesale,USD,FLR025,62,12,2733.6,100.232
6/28/2024 8:04:03 AM +00:00,6/28/2024 8:04:03 AM +00:00,COMPLETED,72,Wholesale,USD,AXW291,7,11,43925.2,3314.356
6/28/2024 8:04:03 AM +00:00,6/28/2024 8:04:03 AM +00:00,COMPLETED,106,Distributor,USD,AXW291,30,10,2211,185.724
6/28/2024 8:04:03 AM +00:00,6/28/2024 8:04:03 AM +00:00,COMPLETED,62,Distributor,USD,AXW291,19,9,30210.3,2819.628
6/28/2024 8:04:03 AM +00:00,6/28/2024 8:04:03 AM +00:00,COMPLETED,94,Wholesale,USD,NXH382,58,6,10210.8,1157.224
6/28/2024 8:04:03 AM +00:00,6/28/2024 8:04:03 AM +00:00,COMPLETED,67,Wholesale,USD,NXH382,50,5,12830.5,2181.185
6/28/2024 8:04:03 AM +00:00,6/28/2024 8:04:03 AM +00:00,COMPLETED,102,Wholesale,USD,AXW291,19,12,2653.2,126.027
6/28/2024 8:04:03 AM +00:00,6/28/2024 8:04:03 AM +00:00,COMPLETED,172,Wholesale,USD,GUT930,45,9,16039.8,980.21
6/28/2024 8:04:03 AM +00:00,6/28/2024 8:04:03 AM +00:00,COMPLETED,41,Wholesale,USD,AXW291,17,10,20033,801.32
6/28/2024 8:04:03 AM +00:00,6/28/2024 8:04:03 AM +00:00,COMPLETED,142,Wholesale,USD,AXW291,6,11,26237.2,1502.676
6/28/2024 8:04:03 AM +00:00,6/28/2024 8:04:03 AM +00:00,COMPLETED,2,Wholesale,USD,AXW291,3,11,24542.1,1784.88
6/28/2024 8:04:03 AM +00:00,6/28/2024 8:04:03 AM +00:00,COMPLETED,140,Wholesale,USD,AXW291,22,7,7035,412.05
6/28/2024 8:04:03 AM +00:00,6/28/2024 8:04:03 AM +00:00,COMPLETED,122,Distributor,USD,NXH382,53,12,32320.8,1939.248
6/28/2024 8:04:03 AM +00:00,6/28/2024 8:04:03 AM +00:00,COMPLETED,156,Wholesale,USD,AXW291,20,8,8844,652.245
6/28/2024 8:04:03 AM +00:00,6/28/2024 8:04:03 AM +00:00,COMPLETED,108,Distributor,USD,AXW291,16,9,17185.5,1088.415
6/28/2024 8:04:03 AM +00:00,6/28/2024 8:04:03 AM +00:00,COMPLETED,123,Distributor,USD,GUT930,32,8,8951.2,850.364
6/28/2024 8:04:03 AM +00:00,6/28/2024 8:04:03 AM +00:00,COMPLETED,15,Wholesale,USD,AXW291,17,10,10385,758.105
6/28/2024 8:04:03 AM +00:00,6/28/2024 8:04:03 AM +00:00,COMPLETED,125,Distributor,USD,AXW291,23,6,37948.8,4300.864
6/28/2024 8:04:03 AM +00:00,6/28/2024 8:04:03 AM +00:00,COMPLETED,75,Wholesale,USD,AXW291,3,6,6030,502.5
6/28/2024 8:04:03 AM +00:00,6/28/2024 8:04:03 AM +00:00,COMPLETED,116,Distributor,USD,GUT930,32,10,12931,659.481
6/28/2024 8:04:03 AM +00:00,6/28/2024 8:04:03 AM +00:00,COMPLETED,47,Wholesale,USD,AXW291,14,5,4221,540.288
6/28/2024 8:04:03 AM +00:00,6/28/2024 8:04:03 AM +00:00,COMPLETED,40,Wholesale,USD,NXH382,58,8,1983.2,195.841
6/28/2024 8:04:03 AM +00:00,6/28/2024 8:04:03 AM +00:00,COMPLETED,161,Wholesale,USD,GUT930,39,12,2090.4,139.36
6/28/2024 8:04:03 AM +00:00,6/28/2024 8:04:03 AM +00:00,COMPLETED,58,Wholesale,USD,NXH382,50,9,9225.9,707.319
6/28/2024 8:04:03 AM +00:00,6/28/2024 8:04:03 AM +00:00,COMPLETED,18,Export,USD,FLR025,62,9,27617.4,2301.45
6/28/2024 8:04:03 AM +00:00,6/28/2024 8:04:03 AM +00:00,COMPLETED,78,Distributor,USD,AXW291,22,7,1688.4,115.776
6/28/2024 8:04:03 AM +00:00,6/28/2024 8:04:03 AM +00:00,COMPLETED,67,Distributor,USD,GUT930,36,10,1742,139.36
6/28/2024 8:04:03 AM +00:00,6/28/2024 8:04:03 AM +00:00,COMPLETED,152,Export,USD,AXW291,6,7,17540.6,1804.176
6/28/2024 8:04:03 AM +00:00,6/28/2024 8:04:03 AM +00:00,COMPLETED,164,Wholesale,USD,GUT930,42,11,28595.6,1637.748
6/28/2024 8:04:03 AM +00:00,6/28/2024 8:04:03 AM +00:00,COMPLETED,151,Export,USD,AXW291,28,12,27336,1503.48
6/28/2024 8:04:03 AM +00:00,6/28/2024 8:04:03 AM +00:00,COMPLETED,106,Wholesale,USD,FLR025,64,12,13105.2,589.734
6/28/2024 8:04:03 AM +00:00,6/28/2024 8:04:03 AM +00:00,COMPLETED,1,Wholesale,USD,AXW291,8,9,10251,933.98
6/28/2024 8:04:03 AM +00:00,6/28/2024 8:04:03 AM +00:00,COMPLETED,67,Export,USD,FLR025,61,11,18425,1072
6/28/2024 8:04:03 AM +00:00,6/28/2024 8:04:03 AM +00:00,COMPLETED,38,Export,USD,GUT930,41,7,7081.9,687.956
6/28/2024 8:04:03 AM +00:00,6/28/2024 8:04:03 AM +00:00,COMPLETED,127,Wholesale,USD,AXW291,23,12,11256,412.72
6/28/2024 8:04:03 AM +00:00,6/28/2024 8:04:03 AM +00:00,COMPLETED,66,Distributor,USD,AXW291,10,10,25661,1052.101
6/28/2024 8:04:03 AM +00:00,6/28/2024 8:04:03 AM +00:00,COMPLETED,59,Wholesale,USD,GUT930,32,12,10452,374.53
