order_id,order_code,status,customer_id,channel,currency_code,warehouse_code,city_shipping_id,total_product_order_quantity,total_price,total_cost
65,ORDER65,COMPLETED,40,Distributor,USD,GUT930,42,5,5293,751.606
66,ORDER66,COMPLETED,118,Wholesale,USD,AXW291,14,10,24924,1296.048
67,ORDER67,COMPLETED,20,Wholesale,USD,AXW291,13,6,23115,2465.6
68,ORDER68,COMPLETED,119,Wholesale,USD,GUT930,39,11,2653.2,132.66
69,ORDER69,COMPLETED,134,Distributor,USD,AXW291,6,5,5259.5,494.393
70,ORDER70,COMPLETED,146,Distributor,USD,AXW291,31,8,1822.4,107.066
71,ORDER71,COMPLETED,101,Wholesale,USD,FLR025,60,9,9708.3,506.989
72,ORDER72,COMPLETED,125,Wholesale,USD,AXW291,18,6,6030,743.7
73,ORDER73,COMPLETED,109,Distributor,USD,NXH382,52,6,14914.2,1317.421
74,ORDER74,COMPLETED,108,Distributor,USD,AXW291,26,10,26599,2154.519
75,ORDER75,COMPLETED,72,Wholesale,USD,AXW291,20,11,24468.4,1579.324
76,ORDER76,COMPLETED,152,Wholesale,USD,FLR025,61,8,19778.4,1260.873
77,ORDER77,COMPLETED,71,Wholesale,USD,GUT930,42,7,7081.9,799.243
78,ORDER78,COMPLETED,133,Wholesale,USD,GUT930,42,6,1407,128.975
79,ORDER79,COMPLETED,131,Distributor,USD,AXW291,29,8,2090.4,143.715
80,ORDER80,COMPLETED,147,Export,USD,AXW291,7,5,20033,2844.686
81,ORDER81,COMPLETED,150,Distributor,USD,GUT930,38,6,7999.8,866.645
82,ORDER82,COMPLETED,109,Wholesale,USD,GUT930,46,5,837.5,90.45
83,ORDER83,COMPLETED,140,Export,USD,FLR025,61,5,15979.5,1821.663
84,ORDER84,COMPLETED,3,Wholesale,USD,NXH382,56,10,10519,809.963
85,ORDER85,COMPLETED,102,Export,USD,AXW291,2,9,49023.9,3540.615
86,ORDER86,COMPLETED,159,Wholesale,USD,GUT930,36,8,25460,1973.15
87,ORDER87,COMPLETED,136,Wholesale,USD,FLR025,61,5,4455.5,632.681
88,ORDER88,COMPLETED,145,Export,USD,AXW291,29,7,27248.9,2724.89
89,ORDER89,COMPLETED,21,Export,USD,GUT930,45,9,35577,3360.05
90,ORDER90,COMPLETED,106,Wholesale,USD,GUT930,34,9,8321.4,545.514
91,ORDER91,COMPLETED,5,Distributor,USD,GUT930,34,10,34304,1989.632
92,ORDER92,COMPLETED,57,Wholesale,USD,AXW291,31,8,9219.2,622.296
93,ORDER93,COMPLETED,28,Wholesale,USD,AXW291,24,5,5427,922.59
94,ORDER94,COMPLETED,34,Wholesale,USD,AXW291,27,5,25158.5,4025.36
95,ORDER95,COMPLETED,72,Wholesale,USD,AXW291,18,8,8736.8,436.84
96,ORDER96,COMPLETED,170,Export,USD,AXW291,4,9,1688.4,144.452
97,ORDER97,COMPLETED,13,Export,USD,AXW291,17,9,35938.8,2835.172
98,ORDER98,COMPLETED,19,Export,USD,FLR025,65,11,27195.3,1433.934
99,ORDER99,COMPLETED,166,Wholesale,USD,AXW291,5,11,13266,844.2
100,ORDER100,COMPLETED,136,Distributor,USD,AXW291,26,11,19014.6,985.302
101,ORDER101,COMPLETED,121,Wholesale,USD,AXW291,25,6,11899.2,1447.736
102,ORDER102,COMPLETED,75,Wholesale,USD,GUT930,33,7,37191.7,2656.55
103,ORDER103,COMPLETED,124,Export,USD,AXW291,11,11,9581,566.15
104,ORDER104,COMPLETED,100,Wholesale,USD,GUT930,32,6,15195.6,2051.406
105,ORDER105,COMPLETED,54,Wholesale,USD,AXW291,17,8,47328.8,4673.719
106,ORDER106,COMPLETED,146,Wholesale,USD,GUT930,42,7,20213.9,1443.85
107,ORDER107,COMPLETED,170,Wholesale,USD,GUT930,36,7,12991.3,1447.602
108,ORDER108,COMPLETED,108,Distributor,USD,AXW291,11,6,1246.2,135.005
109,ORDER109,COMPLETED,166,Wholesale,USD,FLR025,62,6,6351.6,772.778
110,ORDER110,COMPLETED,142,Wholesale,USD,GUT930,44,10,9581,517.374
111,ORDER111,COMPLETED,100,Wholesale,USD,GUT930,34,9,23939.1,1675.737
112,ORDER112,COMPLETED,75,Distributor,USD,AXW291,26,12,26612.4,1707.629
113,ORDER113,COMPLETED,155,Wholesale,USD,AXW291,8,7,12006.4,857.6
114,ORDER114,COMPLETED,20,Wholesale,USD,NXH382,52,6,23597.4,1691.147
115,ORDER115,COMPLETED,104,Distributor,USD,AXW291,31,5,12730,1909.5
116,ORDER116,COMPLETED,150,Distributor,USD,NXH382,50,5,4187.5,603
117,ORDER117,COMPLETED,70,Distributor,USD,GUT930,40,10,18090,1302.48
118,ORDER118,COMPLETED,77,Distributor,USD,NXH382,55,5,4288,514.56
119,ORDER119,COMPLETED,38,Export,USD,AXW291,2,8,13989.6,1101.681
120,ORDER120,COMPLETED,68,Distributor,USD,AXW291,14,10,12663,582.498
121,ORDER121,COMPLETED,142,Wholesale,USD,AXW291,5,11,55643.5,3591.535
122,ORDER122,COMPLETED,74,Distributor,USD,AXW291,7,10,9581,795.223
123,ORDER123,COMPLETED,156,Export,USD,AXW291,22,11,19825.3,756.966
124,ORDER124,COMPLETED,135,Wholesale,USD,AXW291,9,11,69278,4534.56
125,ORDER125,COMPLETED,126,Wholesale,USD,AXW291,1,6,14994.6,1824.343
126,ORDER126,COMPLETED,140,Wholesale,USD,GUT930,36,8,6968,705.51
127,ORDER127,COMPLETED,123,Wholesale,USD,GUT930,44,6,4502.4,360.192
128,ORDER128,COMPLETED,139,Distributor,USD,GUT930,36,5,3819,504.108
129,ORDER129,COMPLETED,96,Export,USD,NXH382,55,11,9286.2,565.614
130,ORDER130,COMPLETED,154,Wholesale,USD,AXW291,6,5,1306.5,112.359
131,ORDER131,COMPLETED,4,Export,USD,AXW291,13,8,31999.2,2359.941
132,ORDER132,COMPLETED,70,Wholesale,USD,GUT930,45,7,7785.4,811.906
133,ORDER133,COMPLETED,50,Wholesale,USD,AXW291,30,8,21064.8,1843.17
134,ORDER134,COMPLETED,44,Distributor,USD,AXW291,24,5,5092,631.408
135,ORDER135,COMPLETED,70,Distributor,USD,AXW291,10,12,62631.6,3444.738
136,ORDER136,COMPLETED,175,Export,USD,NXH382,47,11,43998.9,2359.941
137,ORDER137,COMPLETED,90,Wholesale,USD,FLR025,62,10,17219,1084.797
138,ORDER138,COMPLETED,129,Wholesale,USD,GUT930,35,9,6633,456.94
139,ORDER139,COMPLETED,124,Wholesale,USD,AXW291,6,9,10974.6,695.058
140,ORDER140,COMPLETED,9,Wholesale,USD,NXH382,51,6,5346.6,712.88
141,ORDER141,COMPLETED,117,Wholesale,USD,AXW291,27,12,11738.4,743.432
142,ORDER142,COMPLETED,100,Wholesale,USD,AXW291,31,9,35516.7,1657.446
143,ORDER143,COMPLETED,92,Wholesale,USD,GUT930,33,12,15597.6,922.858
144,ORDER144,COMPLETED,155,Distributor,USD,AXW291,14,5,29078,2791.488
145,ORDER145,COMPLETED,100,Distributor,USD,AXW291,22,10,10921,655.26
146,ORDER146,COMPLETED,156,Wholesale,USD,AXW291,7,7,7504,643.2
147,ORDER147,COMPLETED,134,Wholesale,USD,GUT930,39,11,44220,2653.2
148,ORDER148,COMPLETED,140,Wholesale,USD,AXW291,12,9,8864.1,669.732
149,ORDER149,COMPLETED,28,Wholesale,USD,FLR025,62,12,2733.6,100.232
150,ORDER150,COMPLETED,72,Wholesale,USD,AXW291,7,11,43925.2,3314.356
151,ORDER151,COMPLETED,106,Distributor,USD,AXW291,30,10,2211,185.724
152,ORDER152,COMPLETED,62,Distributor,USD,AXW291,19,9,30210.3,2819.628
153,ORDER153,COMPLETED,94,Wholesale,USD,NXH382,58,6,10210.8,1157.224
154,ORDER154,COMPLETED,67,Wholesale,USD,NXH382,50,5,12830.5,2181.185
155,ORDER155,COMPLETED,102,Wholesale,USD,AXW291,19,12,2653.2,126.027
156,ORDER156,COMPLETED,172,Wholesale,USD,GUT930,45,9,16039.8,980.21
157,ORDER157,COMPLETED,41,Wholesale,USD,AXW291,17,10,20033,801.32
158,ORDER158,COMPLETED,142,Wholesale,USD,AXW291,6,11,26237.2,1502.676
159,ORDER159,COMPLETED,2,Wholesale,USD,AXW291,3,11,24542.1,1784.88
160,ORDER160,COMPLETED,140,Wholesale,USD,AXW291,22,7,7035,412.05
161,ORDER161,COMPLETED,122,Distributor,USD,NXH382,53,12,32320.8,1939.248
162,ORDER162,COMPLETED,156,Wholesale,USD,AXW291,20,8,8844,652.245
163,ORDER163,COMPLETED,108,Distributor,USD,AXW291,16,9,17185.5,1088.415
164,ORDER164,COMPLETED,123,Distributor,USD,GUT930,32,8,8951.2,850.364
165,ORDER165,COMPLETED,15,Wholesale,USD,AXW291,17,10,10385,758.105
166,ORDER166,COMPLETED,125,Distributor,USD,AXW291,23,6,37948.8,4300.864
167,ORDER167,COMPLETED,75,Wholesale,USD,AXW291,3,6,6030,502.5
168,ORDER168,COMPLETED,116,Distributor,USD,GUT930,32,10,12931,659.481
169,ORDER169,COMPLETED,47,Wholesale,USD,AXW291,14,5,4221,540.288
170,ORDER170,COMPLETED,40,Wholesale,USD,NXH382,58,8,1983.2,195.841
171,ORDER171,COMPLETED,161,Wholesale,USD,GUT930,39,12,2090.4,139.36
172,ORDER172,COMPLETED,58,Wholesale,USD,NXH382,50,9,9225.9,707.319
173,ORDER173,COMPLETED,18,Export,USD,FLR025,62,9,27617.4,2301.45
174,ORDER174,COMPLETED,78,Distributor,USD,AXW291,22,7,1688.4,115.776
175,ORDER175,COMPLETED,67,Distributor,USD,GUT930,36,10,1742,139.36
176,ORDER176,COMPLETED,152,Export,USD,AXW291,6,7,17540.6,1804.176
177,ORDER177,COMPLETED,164,Wholesale,USD,GUT930,42,11,28595.6,1637.748
178,ORDER178,COMPLETED,151,Export,USD,AXW291,28,12,27336,1503.48
179,ORDER179,COMPLETED,106,Wholesale,USD,FLR025,64,12,13105.2,589.734
180,ORDER180,COMPLETED,1,Wholesale,USD,AXW291,8,9,10251,933.98
181,ORDER181,COMPLETED,67,Export,USD,FLR025,61,11,18425,1072
182,ORDER182,COMPLETED,38,Export,USD,GUT930,41,7,7081.9,687.956
183,ORDER183,COMPLETED,127,Wholesale,USD,AXW291,23,12,11256,412.72
184,ORDER184,COMPLETED,66,Distributor,USD,AXW291,10,10,25661,1052.101
185,ORDER185,COMPLETED,59,Wholesale,USD,GUT930,32,12,10452,374.53
186,ORDER186,COMPLETED,68,Wholesale,USD,AXW291,15,9,22371.3,1789.704
187,ORDER187,COMPLETED,67,Distributor,USD,FLR025,66,9,21105,1922.9
188,ORDER188,COMPLETED,21,Distributor,USD,AXW291,9,12,13426.8,749.663
189,ORDER189,COMPLETED,39,Wholesale,USD,AXW291,2,7,13976.2,1397.62
190,ORDER190,COMPLETED,113,Distributor,USD,AXW291,23,6,4261.2,390.61
191,ORDER191,COMPLETED,21,Export,USD,GUT930,37,6,23878.8,1790.91
192,ORDER192,COMPLETED,116,Distributor,USD,FLR025,61,6,6150.6,440.793
193,ORDER193,COMPLETED,95,Distributor,USD,GUT930,36,8,20153.6,1309.984
194,ORDER194,COMPLETED,9,Wholesale,USD,AXW291,27,8,40253.6,3471.873
195,ORDER195,COMPLETED,3,Wholesale,USD,NXH382,56,10,18291,768.222
196,ORDER196,COMPLETED,148,Wholesale,USD,NXH382,55,11,11792,900.48
197,ORDER197,COMPLETED,109,Wholesale,USD,GUT930,45,10,25393,1828.296
198,ORDER198,COMPLETED,38,Distributor,USD,NXH382,48,8,31195.2,2027.688
199,ORDER199,COMPLETED,102,Wholesale,USD,FLR025,66,7,35315.7,3380.217
200,ORDER200,COMPLETED,37,Wholesale,USD,AXW291,23,11,11055,522.6
201,ORDER201,COMPLETED,107,Wholesale,USD,GUT930,33,11,26826.8,1219.4
202,ORDER202,COMPLETED,40,Distributor,USD,AXW291,28,6,20019.6,2035.326
203,ORDER203,COMPLETED,154,Wholesale,USD,GUT930,46,6,6592.8,857.064
204,ORDER204,COMPLETED,107,Wholesale,USD,AXW291,12,11,20930.8,970.428
205,ORDER205,COMPLETED,137,Wholesale,USD,AXW291,28,11,38250.3,2190.699
206,ORDER206,COMPLETED,146,Distributor,USD,GUT930,36,10,25996,1481.772
207,ORDER207,COMPLETED,164,Wholesale,USD,NXH382,54,12,12944.4,506.989
208,ORDER208,COMPLETED,4,Distributor,USD,GUT930,36,11,11497.2,533.052
209,ORDER209,COMPLETED,4,Export,USD,AXW291,29,11,12381.6,787.92
210,ORDER210,COMPLETED,165,Export,USD,GUT930,34,12,13266,762.795
211,ORDER211,COMPLETED,68,Export,USD,AXW291,16,10,26063,1668.032
212,ORDER212,COMPLETED,109,Wholesale,USD,GUT930,41,7,1594.6,95.676
213,ORDER213,COMPLETED,107,Wholesale,USD,GUT930,33,8,1340,123.95
214,ORDER214,COMPLETED,48,Wholesale,USD,GUT930,45,6,6874.2,538.479
215,ORDER215,COMPLETED,62,Wholesale,USD,NXH382,59,7,18197.2,2157.668
216,ORDER216,COMPLETED,21,Wholesale,USD,AXW291,25,5,19698,1969.8
217,ORDER217,COMPLETED,40,Distributor,USD,AXW291,20,6,17286,1584.55
218,ORDER218,COMPLETED,62,Distributor,USD,AXW291,20,8,30820,2003.3
219,ORDER219,COMPLETED,100,Export,USD,AXW291,10,7,7973,546.72
220,ORDER220,COMPLETED,59,Distributor,USD,GUT930,35,8,20153.6,2040.552
221,ORDER221,COMPLETED,39,Distributor,USD,AXW291,15,12,14311.2,703.634
222,ORDER222,COMPLETED,122,Wholesale,USD,GUT930,39,11,26532,1013.04
223,ORDER223,COMPLETED,142,Wholesale,USD,AXW291,24,9,22311,2057.57
224,ORDER224,COMPLETED,5,Wholesale,USD,NXH382,58,10,19564,1330.352
225,ORDER225,COMPLETED,22,Wholesale,USD,GUT930,32,9,9708.3,722.729
226,ORDER226,COMPLETED,47,Wholesale,USD,AXW291,13,11,13339.7,945.906
227,ORDER227,COMPLETED,88,Distributor,USD,GUT930,46,7,6847.4,821.688
228,ORDER228,COMPLETED,172,Distributor,USD,NXH382,50,10,1742,120.198
229,ORDER229,COMPLETED,74,Wholesale,USD,GUT930,41,5,5628,630.336
230,ORDER230,COMPLETED,31,Distributor,USD,NXH382,52,8,8522.4,468.732
231,ORDER231,COMPLETED,111,Distributor,USD,AXW291,11,8,31141.6,2724.89
232,ORDER232,COMPLETED,54,Wholesale,USD,NXH382,54,5,1038.5,120.466
233,ORDER233,COMPLETED,99,Wholesale,USD,AXW291,14,8,9487.2,948.72
234,ORDER234,COMPLETED,110,Export,USD,FLR025,64,11,28448.2,1629.306
235,ORDER235,COMPLETED,152,Wholesale,USD,AXW291,5,10,25795,1960.42
236,ORDER236,COMPLETED,10,Distributor,USD,AXW291,5,8,51027.2,2806.496
237,ORDER237,COMPLETED,41,Wholesale,USD,NXH382,53,6,18049.8,2226.142
238,ORDER238,COMPLETED,27,Wholesale,USD,AXW291,26,8,14043.2,930.362
239,ORDER239,COMPLETED,168,Wholesale,USD,AXW291,31,8,9112,740.35
240,ORDER240,COMPLETED,3,Distributor,USD,AXW291,8,7,43101.1,4556.402
241,ORDER241,COMPLETED,150,Export,USD,AXW291,8,12,26773.2,1093.239
242,ORDER242,COMPLETED,4,Wholesale,USD,AXW291,12,9,22311,1859.25
243,ORDER243,COMPLETED,70,Wholesale,USD,AXW291,4,11,70309.8,4793.85
244,ORDER244,COMPLETED,143,Export,USD,NXH382,48,8,9112,660.62
245,ORDER245,COMPLETED,65,Wholesale,USD,GUT930,36,8,20689.6,1681.03
246,ORDER246,COMPLETED,171,Wholesale,USD,GUT930,38,5,19497,1871.712
247,ORDER247,COMPLETED,48,Distributor,USD,AXW291,15,9,8562.6,599.382
248,ORDER248,COMPLETED,41,Distributor,USD,GUT930,31,9,50471.1,3476.898
249,ORDER249,COMPLETED,44,Export,USD,NXH382,50,8,9326.4,827.718
250,ORDER250,COMPLETED,30,Distributor,USD,NXH382,50,12,23396.4,1520.766
251,ORDER251,COMPLETED,75,Distributor,USD,AXW291,27,9,33165,2690.05
252,ORDER252,COMPLETED,138,Wholesale,USD,FLR025,60,8,21064.8,1816.839
253,ORDER253,COMPLETED,133,Wholesale,USD,NXH382,50,6,6432,460.96
254,ORDER254,COMPLETED,67,Distributor,USD,AXW291,6,10,35376,1910.304
255,ORDER255,COMPLETED,151,Distributor,USD,GUT930,42,11,12013.1,622.497
256,ORDER256,COMPLETED,98,Wholesale,USD,NXH382,48,9,15738.3,1136.655
257,ORDER257,COMPLETED,82,Wholesale,USD,AXW291,2,8,7128.8,739.613
258,ORDER258,COMPLETED,78,Wholesale,USD,AXW291,29,5,15410,1510.18
259,ORDER259,COMPLETED,63,Wholesale,USD,AXW291,27,5,5628,776.664
260,ORDER260,COMPLETED,47,Wholesale,USD,AXW291,19,9,11276.1,651.508
261,ORDER261,COMPLETED,4,Distributor,USD,FLR025,66,11,9212.5,527.625
262,ORDER262,COMPLETED,172,Wholesale,USD,NXH382,53,10,10318,773.85
263,ORDER263,COMPLETED,64,Wholesale,USD,GUT930,46,10,23852,1454.972
264,ORDER264,COMPLETED,106,Distributor,USD,AXW291,28,8,14418.4,1153.472
265,ORDER265,COMPLETED,29,Distributor,USD,NXH382,49,5,5092,753.616
266,ORDER266,COMPLETED,60,Wholesale,USD,AXW291,19,10,39463,1815.298
267,ORDER267,COMPLETED,29,Distributor,USD,AXW291,24,6,23718,2095.09
268,ORDER268,COMPLETED,142,Wholesale,USD,AXW291,29,10,50987,3416.129
269,ORDER269,COMPLETED,173,Export,USD,FLR025,63,11,41345.7,1954.524
270,ORDER270,COMPLETED,141,Distributor,USD,AXW291,9,5,4556,610.504
271,ORDER271,COMPLETED,42,Wholesale,USD,GUT930,43,8,7236,379.89
272,ORDER272,COMPLETED,87,Wholesale,USD,AXW291,23,10,9112,410.04
273,ORDER273,COMPLETED,82,Wholesale,USD,AXW291,7,10,2278,134.402
274,ORDER274,COMPLETED,4,Distributor,USD,AXW291,13,5,1273,117.116
275,ORDER275,COMPLETED,160,Wholesale,USD,AXW291,6,11,7517.4,444.21
276,ORDER276,COMPLETED,129,Wholesale,USD,AXW291,29,7,27436.5,2234.115
277,ORDER277,COMPLETED,34,Distributor,USD,FLR025,64,10,10921,786.312
278,ORDER278,COMPLETED,130,Wholesale,USD,GUT930,36,11,10170.6,536.268
279,ORDER279,COMPLETED,47,Distributor,USD,GUT930,33,5,5092,794.352
280,ORDER280,COMPLETED,66,Distributor,USD,FLR025,65,5,8944.5,1305.897
281,ORDER281,COMPLETED,77,Distributor,USD,AXW291,15,11,10391.7,538.479
282,ORDER282,COMPLETED,133,Distributor,USD,AXW291,26,6,23758.2,2573.805
283,ORDER283,COMPLETED,42,Distributor,USD,AXW291,27,12,2010,70.35
284,ORDER284,COMPLETED,111,Export,USD,AXW291,19,8,30980.8,1975.026
285,ORDER285,COMPLETED,65,Distributor,USD,GUT930,34,5,32696,3858.128
286,ORDER286,COMPLETED,17,Wholesale,USD,AXW291,10,6,6150.6,779.076
287,ORDER287,COMPLETED,11,Wholesale,USD,GUT930,35,5,4690,572.18
288,ORDER288,COMPLETED,159,Distributor,USD,FLR025,64,11,11497.2,804.804
289,ORDER289,COMPLETED,106,Export,USD,GUT930,37,9,1507.5,112.225
290,ORDER290,COMPLETED,86,Distributor,USD,FLR025,61,5,8609.5,1377.52
291,ORDER291,COMPLETED,150,Wholesale,USD,GUT930,44,8,5413.6,466.923
292,ORDER292,COMPLETED,151,Wholesale,USD,AXW291,30,12,2010,82.075
293,ORDER293,COMPLETED,167,Distributor,USD,GUT930,46,10,11189,895.12
294,ORDER294,COMPLETED,10,Distributor,USD,AXW291,5,6,6834,933.98
295,ORDER295,COMPLETED,99,Wholesale,USD,NXH382,50,5,8743.5,751.941
296,ORDER296,COMPLETED,133,Distributor,USD,NXH382,47,11,19014.6,1140.876
297,ORDER297,COMPLETED,78,Distributor,USD,GUT930,33,5,5561,500.49
298,ORDER298,COMPLETED,49,Distributor,USD,AXW291,11,11,26237.2,1454.972
299,ORDER299,COMPLETED,11,Export,USD,AXW291,15,12,2653.2,172.458
300,ORDER300,COMPLETED,7,Wholesale,USD,AXW291,22,6,34250.4,2682.948
301,ORDER301,COMPLETED,103,Wholesale,USD,NXH382,52,7,7269.5,830.8
302,ORDER302,COMPLETED,34,Distributor,USD,AXW291,4,7,27952.4,3234.492
303,ORDER303,COMPLETED,97,Distributor,USD,GUT930,35,12,13024.8,792.342
304,ORDER304,COMPLETED,22,Wholesale,USD,NXH382,50,11,42746,2020.72
305,ORDER305,COMPLETED,155,Wholesale,USD,NXH382,53,6,23919,2670.955
306,ORDER306,COMPLETED,147,Wholesale,USD,AXW291,22,8,9648,988.92
307,ORDER307,COMPLETED,39,Export,USD,FLR025,65,6,11055,1050.225
308,ORDER308,COMPLETED,95,Distributor,USD,NXH382,54,6,30310.8,2930.044
309,ORDER309,COMPLETED,107,Distributor,USD,GUT930,45,11,12823.8,466.32
310,ORDER310,COMPLETED,171,Wholesale,USD,FLR025,60,11,43630.4,2340.176
311,ORDER311,COMPLETED,20,Wholesale,USD,NXH382,58,9,16220.7,1495.909
312,ORDER312,COMPLETED,37,Wholesale,USD,AXW291,28,8,8844,851.235
313,ORDER313,COMPLETED,143,Wholesale,USD,AXW291,9,9,17004.6,1398.156
314,ORDER314,COMPLETED,3,Wholesale,USD,FLR025,63,6,6110.4,661.96
315,ORDER315,COMPLETED,50,Wholesale,USD,NXH382,53,12,46390.8,2822.107
316,ORDER316,COMPLETED,6,Wholesale,USD,GUT930,46,10,9983,449.235
317,ORDER317,COMPLETED,102,Distributor,USD,AXW291,27,6,1527.6,127.3
318,ORDER318,COMPLETED,46,Wholesale,USD,AXW291,2,7,4924.5,316.575
319,ORDER319,COMPLETED,32,Wholesale,USD,AXW291,12,7,7644.7,546.05
320,ORDER320,COMPLETED,128,Export,USD,AXW291,11,8,8308,560.79
321,ORDER321,COMPLETED,99,Distributor,USD,GUT930,34,12,28783.2,1894.894
322,ORDER322,COMPLETED,54,Export,USD,AXW291,27,6,5386.8,368.098
