[2024-07-22T07:58:20.680+0000] {taskinstance.py:1956} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: fact_order.transform_and_load_task manual__2024-07-22T07:58:14.890100+00:00 [queued]>
[2024-07-22T07:58:20.693+0000] {taskinstance.py:1956} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: fact_order.transform_and_load_task manual__2024-07-22T07:58:14.890100+00:00 [queued]>
[2024-07-22T07:58:20.694+0000] {taskinstance.py:2170} INFO - Starting attempt 1 of 1
[2024-07-22T07:58:20.713+0000] {taskinstance.py:2191} INFO - Executing <Task(_PythonDecoratedOperator): transform_and_load_task> on 2024-07-22 07:58:14.890100+00:00
[2024-07-22T07:58:20.721+0000] {standard_task_runner.py:60} INFO - Started process 9650 to run task
[2024-07-22T07:58:20.726+0000] {standard_task_runner.py:87} INFO - Running: ['***', 'tasks', 'run', 'fact_order', 'transform_and_load_task', 'manual__2024-07-22T07:58:14.890100+00:00', '--job-id', '217', '--raw', '--subdir', 'DAGS_FOLDER/fact_order.py', '--cfg-path', '/tmp/tmpe3ovg6o6']
[2024-07-22T07:58:20.729+0000] {standard_task_runner.py:88} INFO - Job 217: Subtask transform_and_load_task
[2024-07-22T07:58:20.811+0000] {task_command.py:423} INFO - Running <TaskInstance: fact_order.transform_and_load_task manual__2024-07-22T07:58:14.890100+00:00 [running]> on host 087c584822ad
[2024-07-22T07:58:20.933+0000] {taskinstance.py:2480} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='***' AIRFLOW_CTX_DAG_ID='fact_order' AIRFLOW_CTX_TASK_ID='transform_and_load_task' AIRFLOW_CTX_EXECUTION_DATE='2024-07-22T07:58:14.890100+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='manual__2024-07-22T07:58:14.890100+00:00'
[2024-07-22T07:58:20.944+0000] {pipeline.py:197} INFO - Missing pipeline option (runner). Executing pipeline using the default runner: DirectRunner.
[2024-07-22T07:58:21.988+0000] {pipeline_options.py:372} WARNING - Discarding unparseable args: ['celery', 'worker']
[2024-07-22T07:58:21.989+0000] {pipeline_options.py:390} WARNING - Discarding invalid overrides: {'save_main_sesion': True}
[2024-07-22T07:58:22.048+0000] {statecache.py:234} INFO - Creating state cache with size 104857600
[2024-07-22T07:58:25.093+0000] {logging_mixin.py:188} INFO - {'ingested_at': '2024-07-21 17:13:35.795117+00:00', 'created_at': '2024-06-28 08:04:03.000000', 'last_updated_at': '2024-06-28 08:04:03.000000', 'order_id': 1, 'order_code': 'ORDER1', 'status': 'COMPLETED', 'customer_id': 59, 'channel': 'Distributor', 'currency_code': 'USD', 'warehouse_code': 'NXH382', 'city_shipping_id': 47, 'total_product_order_quantity': 5, 'total_price': 9815.5, 'total_cost': 1001.1799926757812}
[2024-07-22T07:58:25.101+0000] {logging_mixin.py:188} INFO - {'ingested_at': '2024-07-21 17:13:35.795117+00:00', 'created_at': '2024-06-28 08:04:03.000000', 'last_updated_at': '2024-06-28 08:04:03.000000', 'order_id': 12, 'order_code': 'ORDER12', 'status': 'COMPLETED', 'customer_id': 144, 'channel': 'Distributor', 'currency_code': 'USD', 'warehouse_code': 'AXW291', 'city_shipping_id': 28, 'total_product_order_quantity': 8, 'total_price': 50223.19921875, 'total_cost': 2762.280029296875}
[2024-07-22T07:58:25.102+0000] {logging_mixin.py:188} INFO - {'ingested_at': '2024-07-21 17:13:35.795117+00:00', 'created_at': '2024-06-28 08:04:03.000000', 'last_updated_at': '2024-06-28 08:04:03.000000', 'order_id': 13, 'order_code': 'ORDER13', 'status': 'COMPLETED', 'customer_id': 130, 'channel': 'Export', 'currency_code': 'USD', 'warehouse_code': 'NXH382', 'city_shipping_id': 57, 'total_product_order_quantity': 7, 'total_price': 7363.2998046875, 'total_cost': 641.6599731445312}
[2024-07-22T07:58:25.102+0000] {logging_mixin.py:188} INFO - {'ingested_at': '2024-07-21 17:13:35.795117+00:00', 'created_at': '2024-06-28 08:04:03.000000', 'last_updated_at': '2024-06-28 08:04:03.000000', 'order_id': 14, 'order_code': 'ORDER14', 'status': 'COMPLETED', 'customer_id': 27, 'channel': 'Export', 'currency_code': 'USD', 'warehouse_code': 'NXH382', 'city_shipping_id': 53, 'total_product_order_quantity': 9, 'total_price': 2291.39990234375, 'total_cost': 216.41000366210938}
[2024-07-22T07:58:25.103+0000] {logging_mixin.py:188} INFO - {'ingested_at': '2024-07-21 17:13:35.795117+00:00', 'created_at': '2024-06-28 08:04:03.000000', 'last_updated_at': '2024-06-28 08:04:03.000000', 'order_id': 15, 'order_code': 'ORDER15', 'status': 'COMPLETED', 'customer_id': 63, 'channel': 'Distributor', 'currency_code': 'USD', 'warehouse_code': 'AXW291', 'city_shipping_id': 25, 'total_product_order_quantity': 5, 'total_price': 19664.5, 'total_cost': 3146.320068359375}
[2024-07-22T07:58:25.104+0000] {logging_mixin.py:188} INFO - {'ingested_at': '2024-07-21 17:13:35.795117+00:00', 'created_at': '2024-06-28 08:04:03.000000', 'last_updated_at': '2024-06-28 08:04:03.000000', 'order_id': 16, 'order_code': 'ORDER16', 'status': 'COMPLETED', 'customer_id': 110, 'channel': 'Wholesale', 'currency_code': 'USD', 'warehouse_code': 'FLR025', 'city_shipping_id': 64, 'total_product_order_quantity': 10, 'total_price': 11122.0, 'total_cost': 700.6900024414062}
[2024-07-22T07:58:25.104+0000] {logging_mixin.py:188} INFO - {'ingested_at': '2024-07-21 17:13:35.795117+00:00', 'created_at': '2024-06-28 08:04:03.000000', 'last_updated_at': '2024-06-28 08:04:03.000000', 'order_id': 17, 'order_code': 'ORDER17', 'status': 'COMPLETED', 'customer_id': 110, 'channel': 'Wholesale', 'currency_code': 'USD', 'warehouse_code': 'NXH382', 'city_shipping_id': 58, 'total_product_order_quantity': 12, 'total_price': 14874.0, 'total_cost': 904.8400268554688}
[2024-07-22T07:58:25.105+0000] {logging_mixin.py:188} INFO - {'ingested_at': '2024-07-21 17:13:35.795117+00:00', 'created_at': '2024-06-28 08:04:03.000000', 'last_updated_at': '2024-06-28 08:04:03.000000', 'order_id': 18, 'order_code': 'ORDER18', 'status': 'COMPLETED', 'customer_id': 156, 'channel': 'Export', 'currency_code': 'USD', 'warehouse_code': 'AXW291', 'city_shipping_id': 4, 'total_product_order_quantity': 12, 'total_price': 11818.7998046875, 'total_cost': 393.9599914550781}
[2024-07-22T07:58:25.106+0000] {logging_mixin.py:188} INFO - {'ingested_at': '2024-07-21 17:13:35.795117+00:00', 'created_at': '2024-06-28 08:04:03.000000', 'last_updated_at': '2024-06-28 08:04:03.000000', 'order_id': 19, 'order_code': 'ORDER19', 'status': 'COMPLETED', 'customer_id': 41, 'channel': 'Distributor', 'currency_code': 'USD', 'warehouse_code': 'FLR025', 'city_shipping_id': 63, 'total_product_order_quantity': 5, 'total_price': 27905.5, 'total_cost': 4130.009765625}
[2024-07-22T07:58:25.107+0000] {logging_mixin.py:188} INFO - {'ingested_at': '2024-07-21 17:13:35.795117+00:00', 'created_at': '2024-06-28 08:04:03.000000', 'last_updated_at': '2024-06-28 08:04:03.000000', 'order_id': 20, 'order_code': 'ORDER20', 'status': 'COMPLETED', 'customer_id': 4, 'channel': 'Wholesale', 'currency_code': 'USD', 'warehouse_code': 'AXW291', 'city_shipping_id': 25, 'total_product_order_quantity': 8, 'total_price': 24763.19921875, 'total_cost': 1795.3299560546875}
[2024-07-22T07:58:25.108+0000] {logging_mixin.py:188} INFO - {'ingested_at': '2024-07-21 17:13:35.795117+00:00', 'created_at': '2024-06-28 08:04:03.000000', 'last_updated_at': '2024-06-28 08:04:03.000000', 'order_id': 21, 'order_code': 'ORDER21', 'status': 'COMPLETED', 'customer_id': 112, 'channel': 'Export', 'currency_code': 'USD', 'warehouse_code': 'GUT930', 'city_shipping_id': 35, 'total_product_order_quantity': 8, 'total_price': 18224.0, 'total_cost': 1754.06005859375}
[2024-07-22T07:58:25.109+0000] {logging_mixin.py:188} INFO - {'ingested_at': '2024-07-21 17:13:35.795117+00:00', 'created_at': '2024-06-28 08:04:03.000000', 'last_updated_at': '2024-06-28 08:04:03.000000', 'order_id': 22, 'order_code': 'ORDER22', 'status': 'COMPLETED', 'customer_id': 90, 'channel': 'Export', 'currency_code': 'USD', 'warehouse_code': 'NXH382', 'city_shipping_id': 51, 'total_product_order_quantity': 12, 'total_price': 11899.2001953125, 'total_cost': 654.4600219726562}
[2024-07-22T07:58:25.109+0000] {logging_mixin.py:188} INFO - {'ingested_at': '2024-07-21 17:13:35.795117+00:00', 'created_at': '2024-06-28 08:04:03.000000', 'last_updated_at': '2024-06-28 08:04:03.000000', 'order_id': 23, 'order_code': 'ORDER23', 'status': 'COMPLETED', 'customer_id': 109, 'channel': 'Distributor', 'currency_code': 'USD', 'warehouse_code': 'AXW291', 'city_shipping_id': 4, 'total_product_order_quantity': 6, 'total_price': 23878.80078125, 'total_cost': 3064.449951171875}
[2024-07-22T07:58:25.110+0000] {logging_mixin.py:188} INFO - {'ingested_at': '2024-07-21 17:13:35.795117+00:00', 'created_at': '2024-06-28 08:04:03.000000', 'last_updated_at': '2024-06-28 08:04:03.000000', 'order_id': 24, 'order_code': 'ORDER24', 'status': 'COMPLETED', 'customer_id': 52, 'channel': 'Wholesale', 'currency_code': 'USD', 'warehouse_code': 'GUT930', 'city_shipping_id': 40, 'total_product_order_quantity': 12, 'total_price': 23637.599609375, 'total_cost': 866.7100219726562}
[2024-07-22T07:58:25.111+0000] {logging_mixin.py:188} INFO - {'ingested_at': '2024-07-21 17:13:35.795117+00:00', 'created_at': '2024-06-28 08:04:03.000000', 'last_updated_at': '2024-06-28 08:04:03.000000', 'order_id': 25, 'order_code': 'ORDER25', 'status': 'COMPLETED', 'customer_id': 127, 'channel': 'Wholesale', 'currency_code': 'USD', 'warehouse_code': 'GUT930', 'city_shipping_id': 31, 'total_product_order_quantity': 12, 'total_price': 3216.0, 'total_cost': 131.32000732421875}
[2024-07-22T07:58:25.111+0000] {logging_mixin.py:188} INFO - {'ingested_at': '2024-07-21 17:13:35.795117+00:00', 'created_at': '2024-06-28 08:04:03.000000', 'last_updated_at': '2024-06-28 08:04:03.000000', 'order_id': 26, 'order_code': 'ORDER26', 'status': 'COMPLETED', 'customer_id': 133, 'channel': 'Wholesale', 'currency_code': 'USD', 'warehouse_code': 'AXW291', 'city_shipping_id': 20, 'total_product_order_quantity': 11, 'total_price': 1916.199951171875, 'total_cost': 95.80999755859375}
[2024-07-22T07:58:25.112+0000] {logging_mixin.py:188} INFO - {'ingested_at': '2024-07-21 17:13:35.795117+00:00', 'created_at': '2024-06-28 08:04:03.000000', 'last_updated_at': '2024-06-28 08:04:03.000000', 'order_id': 27, 'order_code': 'ORDER27', 'status': 'COMPLETED', 'customer_id': 116, 'channel': 'Distributor', 'currency_code': 'USD', 'warehouse_code': 'GUT930', 'city_shipping_id': 42, 'total_product_order_quantity': 6, 'total_price': 17929.19921875, 'total_cost': 2510.090087890625}
[2024-07-22T07:58:25.113+0000] {logging_mixin.py:188} INFO - {'ingested_at': '2024-07-21 17:13:35.795117+00:00', 'created_at': '2024-06-28 08:04:03.000000', 'last_updated_at': '2024-06-28 08:04:03.000000', 'order_id': 28, 'order_code': 'ORDER28', 'status': 'COMPLETED', 'customer_id': 20, 'channel': 'Wholesale', 'currency_code': 'USD', 'warehouse_code': 'GUT930', 'city_shipping_id': 43, 'total_product_order_quantity': 11, 'total_price': 43998.8984375, 'total_cost': 2679.929931640625}
[2024-07-22T07:58:25.113+0000] {logging_mixin.py:188} INFO - {'ingested_at': '2024-07-21 17:13:35.795117+00:00', 'created_at': '2024-06-28 08:04:03.000000', 'last_updated_at': '2024-06-28 08:04:03.000000', 'order_id': 29, 'order_code': 'ORDER29', 'status': 'COMPLETED', 'customer_id': 130, 'channel': 'Distributor', 'currency_code': 'USD', 'warehouse_code': 'AXW291', 'city_shipping_id': 18, 'total_product_order_quantity': 10, 'total_price': 59764.0, 'total_cost': 2450.320068359375}
[2024-07-22T07:58:25.114+0000] {logging_mixin.py:188} INFO - {'ingested_at': '2024-07-21 17:13:35.795117+00:00', 'created_at': '2024-06-28 08:04:03.000000', 'last_updated_at': '2024-06-28 08:04:03.000000', 'order_id': 30, 'order_code': 'ORDER30', 'status': 'COMPLETED', 'customer_id': 103, 'channel': 'Wholesale', 'currency_code': 'USD', 'warehouse_code': 'AXW291', 'city_shipping_id': 19, 'total_product_order_quantity': 6, 'total_price': 17406.599609375, 'total_cost': 2378.89990234375}
[2024-07-22T07:58:25.115+0000] {logging_mixin.py:188} INFO - {'ingested_at': '2024-07-21 17:13:35.795117+00:00', 'created_at': '2024-06-28 08:04:03.000000', 'last_updated_at': '2024-06-28 08:04:03.000000', 'order_id': 31, 'order_code': 'ORDER31', 'status': 'COMPLETED', 'customer_id': 133, 'channel': 'Distributor', 'currency_code': 'USD', 'warehouse_code': 'NXH382', 'city_shipping_id': 55, 'total_product_order_quantity': 7, 'total_price': 42538.30078125, 'total_cost': 2734.610107421875}
[2024-07-22T07:58:25.115+0000] {logging_mixin.py:188} INFO - {'ingested_at': '2024-07-21 17:13:35.795117+00:00', 'created_at': '2024-06-28 08:04:03.000000', 'last_updated_at': '2024-06-28 08:04:03.000000', 'order_id': 32, 'order_code': 'ORDER32', 'status': 'COMPLETED', 'customer_id': 51, 'channel': 'Distributor', 'currency_code': 'USD', 'warehouse_code': 'NXH382', 'city_shipping_id': 55, 'total_product_order_quantity': 6, 'total_price': 34411.19921875, 'total_cost': 4186.7001953125}
[2024-07-22T07:58:25.116+0000] {logging_mixin.py:188} INFO - {'ingested_at': '2024-07-21 17:13:35.795117+00:00', 'created_at': '2024-06-28 08:04:03.000000', 'last_updated_at': '2024-06-28 08:04:03.000000', 'order_id': 33, 'order_code': 'ORDER33', 'status': 'COMPLETED', 'customer_id': 175, 'channel': 'Export', 'currency_code': 'USD', 'warehouse_code': 'GUT930', 'city_shipping_id': 39, 'total_product_order_quantity': 12, 'total_price': 47034.0, 'total_cost': 2077.340087890625}
[2024-07-22T07:58:25.117+0000] {logging_mixin.py:188} INFO - {'ingested_at': '2024-07-21 17:13:35.795117+00:00', 'created_at': '2024-06-28 08:04:03.000000', 'last_updated_at': '2024-06-28 08:04:03.000000', 'order_id': 34, 'order_code': 'ORDER34', 'status': 'COMPLETED', 'customer_id': 117, 'channel': 'Distributor', 'currency_code': 'USD', 'warehouse_code': 'FLR025', 'city_shipping_id': 66, 'total_product_order_quantity': 8, 'total_price': 48668.80078125, 'total_cost': 3832.669921875}
[2024-07-22T07:58:25.118+0000] {logging_mixin.py:188} INFO - {'ingested_at': '2024-07-21 17:13:35.795117+00:00', 'created_at': '2024-06-28 08:04:03.000000', 'last_updated_at': '2024-06-28 08:04:03.000000', 'order_id': 35, 'order_code': 'ORDER35', 'status': 'COMPLETED', 'customer_id': 42, 'channel': 'Wholesale', 'currency_code': 'USD', 'warehouse_code': 'FLR025', 'city_shipping_id': 61, 'total_product_order_quantity': 5, 'total_price': 12830.5, 'total_cost': 1642.300048828125}
[2024-07-22T07:58:25.118+0000] {logging_mixin.py:188} INFO - {'ingested_at': '2024-07-21 17:13:35.795117+00:00', 'created_at': '2024-06-28 08:04:03.000000', 'last_updated_at': '2024-06-28 08:04:03.000000', 'order_id': 36, 'order_code': 'ORDER36', 'status': 'COMPLETED', 'customer_id': 166, 'channel': 'Wholesale', 'currency_code': 'USD', 'warehouse_code': 'AXW291', 'city_shipping_id': 15, 'total_product_order_quantity': 10, 'total_price': 22780.0, 'total_cost': 1093.43994140625}
[2024-07-22T07:58:25.119+0000] {logging_mixin.py:188} INFO - {'ingested_at': '2024-07-21 17:13:35.795117+00:00', 'created_at': '2024-06-28 08:04:03.000000', 'last_updated_at': '2024-06-28 08:04:03.000000', 'order_id': 37, 'order_code': 'ORDER37', 'status': 'COMPLETED', 'customer_id': 173, 'channel': 'Wholesale', 'currency_code': 'USD', 'warehouse_code': 'GUT930', 'city_shipping_id': 46, 'total_product_order_quantity': 7, 'total_price': 1829.0999755859375, 'total_cost': 120.19999694824219}
[2024-07-22T07:58:25.120+0000] {logging_mixin.py:188} INFO - {'ingested_at': '2024-07-21 17:13:35.795117+00:00', 'created_at': '2024-06-28 08:04:03.000000', 'last_updated_at': '2024-06-28 08:04:03.000000', 'order_id': 38, 'order_code': 'ORDER38', 'status': 'COMPLETED', 'customer_id': 11, 'channel': 'Wholesale', 'currency_code': 'USD', 'warehouse_code': 'FLR025', 'city_shipping_id': 65, 'total_product_order_quantity': 9, 'total_price': 8984.7001953125, 'total_cost': 698.8099975585938}
[2024-07-22T07:58:25.120+0000] {logging_mixin.py:188} INFO - {'ingested_at': '2024-07-21 17:13:35.795117+00:00', 'created_at': '2024-06-28 08:04:03.000000', 'last_updated_at': '2024-06-28 08:04:03.000000', 'order_id': 39, 'order_code': 'ORDER39', 'status': 'COMPLETED', 'customer_id': 39, 'channel': 'Wholesale', 'currency_code': 'USD', 'warehouse_code': 'AXW291', 'city_shipping_id': 17, 'total_product_order_quantity': 6, 'total_price': 20984.400390625, 'total_cost': 1958.5400390625}
[2024-07-22T07:58:25.121+0000] {logging_mixin.py:188} INFO - {'ingested_at': '2024-07-21 17:13:35.795117+00:00', 'created_at': '2024-06-28 08:04:03.000000', 'last_updated_at': '2024-06-28 08:04:03.000000', 'order_id': 40, 'order_code': 'ORDER40', 'status': 'COMPLETED', 'customer_id': 137, 'channel': 'Wholesale', 'currency_code': 'USD', 'warehouse_code': 'GUT930', 'city_shipping_id': 36, 'total_product_order_quantity': 9, 'total_price': 10190.7001953125, 'total_cost': 486.8900146484375}
[2024-07-22T07:58:25.121+0000] {logging_mixin.py:188} INFO - {'ingested_at': '2024-07-21 17:13:35.795117+00:00', 'created_at': '2024-06-28 08:04:03.000000', 'last_updated_at': '2024-06-28 08:04:03.000000', 'order_id': 41, 'order_code': 'ORDER41', 'status': 'COMPLETED', 'customer_id': 75, 'channel': 'Wholesale', 'currency_code': 'USD', 'warehouse_code': 'AXW291', 'city_shipping_id': 8, 'total_product_order_quantity': 9, 'total_price': 21647.69921875, 'total_cost': 1587.5}
[2024-07-22T07:58:25.122+0000] {logging_mixin.py:188} INFO - {'ingested_at': '2024-07-21 17:13:35.795117+00:00', 'created_at': '2024-06-28 08:04:03.000000', 'last_updated_at': '2024-06-28 08:04:03.000000', 'order_id': 42, 'order_code': 'ORDER42', 'status': 'COMPLETED', 'customer_id': 33, 'channel': 'Distributor', 'currency_code': 'USD', 'warehouse_code': 'FLR025', 'city_shipping_id': 66, 'total_product_order_quantity': 7, 'total_price': 39911.8984375, 'total_cost': 3249.969970703125}
[2024-07-22T07:58:25.123+0000] {logging_mixin.py:188} INFO - {'ingested_at': '2024-07-21 17:13:35.795117+00:00', 'created_at': '2024-06-28 08:04:03.000000', 'last_updated_at': '2024-06-28 08:04:03.000000', 'order_id': 43, 'order_code': 'ORDER43', 'status': 'COMPLETED', 'customer_id': 134, 'channel': 'Distributor', 'currency_code': 'USD', 'warehouse_code': 'GUT930', 'city_shipping_id': 45, 'total_product_order_quantity': 9, 'total_price': 22069.80078125, 'total_cost': 1446.800048828125}
[2024-07-22T07:58:25.123+0000] {logging_mixin.py:188} INFO - {'ingested_at': '2024-07-21 17:13:35.795117+00:00', 'created_at': '2024-06-28 08:04:03.000000', 'last_updated_at': '2024-06-28 08:04:03.000000', 'order_id': 44, 'order_code': 'ORDER44', 'status': 'COMPLETED', 'customer_id': 115, 'channel': 'Wholesale', 'currency_code': 'USD', 'warehouse_code': 'AXW291', 'city_shipping_id': 2, 'total_product_order_quantity': 7, 'total_price': 21667.80078125, 'total_cost': 2012.010009765625}
